dataSet,num_nodes,num_edges,dtc
brainpc2,27608,96601,0.1266687959432602
bratu3d,27793,88627,0.17090560495853424
Bump_2911,2911420,65320659,23.687782287597656
bundle1,10582,390741,0.07106559723615646
bundle_adj,513352,10360701,3.65185284614563
c-42,10472,60378,0.08488960564136505
c-43,11126,67400,0.07485439628362656
c-45,13207,93829,0.09441279619932175
c-46,14914,72655,0.09869120270013809
c-47,15344,113372,0.1128448024392128
c-48,18355,92217,0.09936320036649704
c-49,21133,89087,0.12472319602966309
c-50,22402,108013,0.12974080443382263
c-51,23197,113123,0.13373440504074097
c-52,23949,113332,0.13127680122852325
c-53,30236,201224,0.15656960010528564
c-54,31794,211743,0.17848320305347443
c-55,32781,218115,0.199372798204422
c-56,35911,208405,0.19200000166893005
c-57,37834,221515,0.22323200106620789
c-58,37596,295076,0.29357439279556274
c-59,41283,260909,0.281497597694397
c-60,43641,171109,0.2961120009422302
c-61,43619,176817,0.2879487872123718
c-62,41732,300537,0.2817087769508362
c-62ghs,41732,300537,0.28006401658058167
c-63,44235,239469,0.2906784117221832
c-64,51036,384438,0.3352575898170471
c-64b,51036,384438,0.33976319432258606
c-65,48067,204297,0.31592318415641785
c-66,49990,274498,0.339548796415329
c-66b,49990,274498,0.3376415967941284
c-67b,57976,294955,0.3806207776069641
c-68,64811,315408,0.47421759366989136
c-69,67459,345714,0.4642816185951233
c-70,68925,363955,0.5011488199234009
c-71,76639,468096,0.5537792444229126
c-73,169423,724348,1.2089471817016602
c-73b,169423,724348,1.2106752395629883
ca-AstroPh,18773,198110,0.19018879532814026
ca-CondMat,23134,93497,0.19640320539474487
cage14,1505786,27130349,17.675981521606445
cage15,5154860,99199551,67.62456512451172
ca-HepPh,12009,118521,0.1280415952205658
caidaRouterLevel,192245,609066,1.3208224773406982
cant,62452,2034917,0.5137472152709961
case39,40217,526139,0.1653439998626709
case9,14455,75801,0.06340479850769043
c-big,345242,1343126,2.5618302822113037
cbuckle,13682,345098,0.07841600477695465
ccc,49153,73728,0.36819520592689514
cfd1,70657,949510,0.5653504133224487
Chebyshev4,68122,5377761,0.7946239709854126
circuit_4,80210,307604,0.5624735951423645
circuit5M_dc,3523318,19194193,29.09982681274414
citationCiteseer,268496,1156647,1.9901344776153564
cit-Patents,3774769,16518948,24.88319969177246
ckt11752_dc_1,49703,333029,0.3313663899898529
ckt11752_tr_0,49703,333029,0.329420804977417
cnr-2000,325558,3216152,2.2116191387176514
CO,221120,3943588,1.9075071811676025
coAuthorsCiteseer,227321,814134,1.518284797668457
coAuthorsDBLP,299068,977676,1.9912704229354858
cond-mat-2003,31164,120029,0.1664000004529953
cond-mat-2005,40422,175693,0.22465601563453674
conf5_4-8x8-05,49153,1916928,0.40949758887290955
conf5_4-8x8-10,49153,1916928,0.4097023904323578
conf5_4-8x8-15,49153,1916928,0.40997758507728577
conf5_4-8x8-20,49153,1916928,0.4102848172187805
conf6_0-8x8-20,49153,1916928,0.4097023904323578
conf6_0-8x8-30,49153,1916928,0.40899839997291565
conf6_0-8x8-80,49153,1916928,0.41040319204330444
consph,83335,3046907,0.6812672019004822
cont-201,80596,239596,0.5189439654350281
cont-300,180896,539396,1.203641653060913
coPapersCiteseer,434103,16036720,3.557990312576294
coPapersDBLP,540487,15245729,4.438733100891113
copter1,17223,114143,0.09902080148458481
CoupCons3D,416801,22322336,4.77757453918457
crankseg_1,52805,5333507,0.5294079780578613
crankseg_2,63839,7106348,0.662390410900116
crplat2,18011,489478,0.10127359628677368
crystk02,13966,491274,0.09663040190935135
crystk03,24697,887937,0.15811839699745178
crystm02,13966,168435,0.09238719940185547
crystm03,24697,304233,0.15339520573616028
ct2010,67579,168176,0.5419968366622925
ct20stif,52330,1375396,0.36085760593414307
Cube_Coup_dt0,2164761,64685452,17.731380462646484
Cube_Coup_dt6,2164761,64685452,17.7806339263916
CurlCurl_0,11084,62213,0.06584320217370987
CurlCurl_4,2380516,14448191,17.45305633544922
cvxqp3,17501,69981,0.1013759970664978
cyl6,13682,363961,0.07976000010967255
darcy003,389875,1167685,2.856764793395996
dawson5,51538,531157,0.36986881494522095
dblp-2010,326187,807700,2.179759979248047
de2010,24116,58028,0.14888960123062134
debr,1048577,2097149,7.431680202484131
delaunay_n15,32769,98274,0.19619840383529663
delaunay_n16,65537,196575,0.5232800245285034
delaunay_n17,131073,393176,0.9367872476577759
delaunay_n18,262145,786396,1.8107391595840454
delaunay_n19,524289,1572823,3.5624701976776123
delaunay_n20,1048577,3145686,7.098966121673584
delaunay_n21,2097153,6291408,14.219059944152832
delaunay_n22,4194305,12582869,28.414257049560547
denormal,89401,622812,0.6227968335151672
dictionary28,52653,89038,0.32593920826911926
dielFilterV2clx,607233,12958252,5.095564842224121
dielFilterV2real,1157457,24848204,9.793331146240234
dielFilterV3clx,420409,16653308,3.839756727218628
Dubcova1,16130,134569,0.10465279966592789
Dubcova3,146690,1891669,1.1045759916305542
e40r0100,17282,553562,0.11366399377584457
EAT_RS,23220,325592,0.17337599396705627
ecology1,1000001,2998000,7.046473503112793
ecology2,1000000,2997995,7.060582637786865
email-Enron,36693,183831,0.19281920790672302
Emilia_923,923137,20964171,7.42645788192749
engine,143572,2424822,1.2132351398468018
enron,69245,276143,0.36095041036605835
eu-2005,862665,19235140,6.8938751220703125
ex11,16615,1096948,0.12277760356664658
ex19,12006,259879,0.07605759799480438
F1,343792,13590452,3.532921552658081
F2,71506,2682895,0.625766396522522
Fault_639,638803,14626683,5.147955417633057
fcondp2,201823,5748069,1.589452862739563
fem_hifreq_circuit,491101,20239237,5.917388916015625
filter3D,106438,1406808,0.8675007820129395
finance256,37377,167936,0.20463040471076965
Flan_1565,1564795,59485419,12.917558670043945
flickr,820879,9837214,7.003238677978516
foldoc,13357,120238,0.07884480059146881
Freescale1,3428756,18920347,30.11440658569336
fullb,199188,5953632,1.6002048254013062
fxm4_6,18893,258368,0.10700800269842148
G2_circuit,150103,438388,1.0660544633865356
G3_circuit,1585479,4623152,11.641036987304688
Ga10As10H30,113082,3114357,0.9901887774467468
Ga19As19H42,133124,4508981,1.21047043800354
Ga3As3H12,61350,3016148,0.6019071936607361
Ga41As41H72,268097,9378286,2.432307243347168
GaAsH6,61350,1721579,0.5333184003829956
gas_sensor,66918,885141,0.5332992076873779
Ge87H76,112986,4002590,1.0283007621765137
Ge99H100,112986,4282190,1.0333120822906494
gearbox,153747,4617075,1.2361727952957153
Geo_1438,1437961,32297325,11.636326789855957
gridgena,48963,280523,0.31857919692993164
gsm_106857,589447,11174185,8.923749923706055
gupta1,31803,1098006,0.20298878848552704
gupta2,62065,2155175,0.5114144086837769
gupta3,16784,4670105,0.19834239780902863
gyro,17362,519260,0.10877759754657745
gyro_k,17362,519260,0.10526720434427261
gyro_m,17362,178896,0.1083775982260704
H2O,67025,1141880,0.5782527923583984
halfb,224618,6306219,1.7998847961425781
Hamrle3,1447361,5514242,10.86269474029541
hangGlider_4,15562,79088,0.0970752015709877
hangGlider_5,16012,82070,0.0979968011379242
helm2d03,392258,1567096,2.8090367317199707
helm3d01,32227,230335,0.21729281544685364
hi2010,25017,62063,0.15234880149364471
hollywood-2009,1139906,57515616,14.347162246704102
hood,220543,5494489,1.7053695917129517
Hook_1498,1498024,31207734,11.833868980407715
HTC_336_4438,226341,565431,1.6542720794677734
HTC_336_9129,226341,554881,1.6514047384262085
hugetric-00000,5824555,8733523,36.994972229003906
human_gene1,22284,12345963,1.4156800508499146
human_gene2,14341,9041364,0.890982449054718
HV15R,2017170,283073458,22.942720413208008
ibm_matrix_2,51449,1056610,0.36857280135154724
igbt3,10939,234006,0.08509759604930878
in-2004,1382909,16917053,9.272115707397461
inlet,11731,328323,0.07782400399446487
inline_1,503713,18660027,4.385689735412598
italy_osm,6686494,7013978,43.70503616333008
jan99jac120sc,41375,260202,0.26378241181373596
juba40k,40338,144945,0.25323519110679626
k3plates,11108,378927,0.07621759921312332
kim1,38416,933195,0.2525183856487274
kkt_power,2063495,8130343,16.103622436523438
kron_g500-logn16,65537,2456398,0.8340479731559753
kron_g500-logn17,131073,5114375,1.7078497409820557
kron_g500-logn18,262145,10583222,3.594752073287964
kron_g500-logn19,524289,21781478,7.618649482727051
kron_g500-logn20,1048577,44620272,16.784387588500977
laminar_duct3D,67174,3833077,0.6323328018188477
language,399131,1216334,2.9877407550811768
largebasis,440021,5560100,3.7698397636413574
ldoor,952204,23737339,7.469369411468506
lhr34,35153,764014,0.22423040866851807
lhr34c,35153,764014,0.21350081264972687
lhr71,70305,1528092,0.5113855600357056
lhr71c,70305,1528092,0.5068544149398804
li,22696,1350309,0.17172479629516602
ljournal-2008,5363261,79023142,56.965118408203125
Long_Coup_dt0,1470153,44279572,12.180310249328613
Long_Coup_dt6,1470153,44279572,12.187132835388184
lowThrust_10,18261,116074,0.11844799667596817
lowThrust_11,18369,117002,0.11882239580154419
lowThrust_12,18459,117423,0.121219202876091
lowThrust_13,18477,117580,0.11888639628887177
lowThrust_4,13563,84240,0.08639679849147797
lowThrust_5,16263,103701,0.1128607988357544
lowThrust_6,16929,108376,0.11694079637527466
lowThrust_7,17379,110607,0.1295360028743744
lowThrust_8,17703,113139,0.12707839906215668
lowThrust_9,18045,114806,0.11956479400396347
lp1,534389,1088904,3.544780731201172
luxembourg_osm,114600,119666,0.7494431734085083
m14b,214766,1679018,1.7203199863433838
mario001,38435,114643,0.2031743973493576
mario002,389875,1167685,2.851942539215088
mark3jac040sc,18290,113435,0.09909120202064514
mark3jac060sc,27450,170695,0.13987840712070465
me2010,69519,167738,0.49172478914260864
memplus,17759,126150,0.0956576019525528
mip1,66464,5209641,0.5463039875030518
ML_Laplace,377003,27689972,3.4131970405578613
mouse_gene,45102,14506196,2.52846097946167
msc10848,10849,620313,0.1072160005569458
msc23052,23053,588933,0.15520960092544556
msdoor,415864,10328399,3.286118268966675
m_t1,97579,4925574,0.841215968132019
mult_dcop_01,25188,193276,0.15144959092140198
mult_dcop_02,25188,193276,0.15124478936195374
mult_dcop_03,25188,193216,0.1531808078289032
NACA0015,1039184,3114818,8.037273406982422
nasasrb,54871,1366097,0.37847039103507996
nd12k,36001,7128473,0.4121600091457367
nd24k,72001,14393817,0.8219648599624634
nd6k,18001,3457658,0.19269439578056335
net100,29921,1031560,0.25744640827178955
net125,36721,1306960,0.30095040798187256
net150,43521,1582360,0.3825663924217224
net4-1,88344,1265035,0.7429248094558716
net50,16321,480760,0.19043520092964172
net75,23121,756160,0.23582720756530762
netherlands_osm,2216689,2441238,14.462054252624512
nh2010,48838,117275,0.3394560217857361
NLR,4163764,12487976,32.90777587890625
NotreDame_www,325730,929849,1.5715328454971313
nv2010,84539,208499,0.641433596611023
ohne2,181344,11063545,2.270515203475952
oilpan,73753,1835470,0.5149279832839966
olafu,16147,515651,0.09717760235071182
onetone2,36058,227628,0.18892799317836761
OPF_10000,43888,255799,0.2926592230796814
opt1,15450,973052,0.1094655990600586
p2p-Gnutella31,62587,147892,0.40724802017211914
parabolic_fem,525826,2100225,4.2400736808776855
patents,3774769,14970767,23.819507598876953
pattern1,19243,4671337,0.7454720139503479
pcrystk02,13966,491274,0.09553919732570648
pcrystk03,24697,887937,0.16383999586105347
pct20stif,52330,1375396,0.361983984708786
pdb1HYS,36418,2190591,0.260291188955307
pds10,16559,83108,0.0913407951593399
PFlow_742,742794,18940627,5.979964733123779
pkustk01,22045,500712,0.13411840796470642
pkustk02,10801,410400,0.0859232023358345
pkustk03,63337,1596876,0.45783036947250366
pkustk04,55591,2137125,0.45772799849510193
pkustk05,37165,1121154,0.25948160886764526
pkustk06,43165,1307466,0.30863359570503235
pkustk07,16861,1217832,0.14213119447231293
pkustk08,22210,1624440,0.19238080084323883
pkustk09,33961,808800,0.19025918841362
pkustk10,80677,2194830,0.6543360352516174
pkustk11,87805,2652858,0.7283712029457092
pkustk12,94654,3803485,0.823084831237793
pkustk13,94894,3355860,0.8107007741928101
pkustk14,151927,7494215,1.3232128620147705
pli,22696,686502,0.1489247977733612
PR02R,161071,8185136,1.3955743312835693
Pres_Poisson,14823,365313,0.09000959992408752
pwtk,217919,5926171,1.7492992877960205
qa8fk,66128,863353,0.5304319858551025
qa8fm,66128,863353,0.5264383554458618
raefsky3,21201,1488768,0.14223359525203705
raefsky4,19780,674195,0.12492799758911133
rajat15,37262,443573,0.2402496039867401
rajat22,39900,197264,0.24975040555000305
rajat26,51033,249302,0.3443711996078491
ramage02,16831,1441591,0.13391360640525818
Reuters911,13333,148038,0.13950400054454803
rgg_n_2_15_s0,32769,160240,0.17326079308986664
rgg_n_2_22_s0,4194305,30359198,33.040279388427734
ri2010,25182,62875,0.16721919178962708
rim,22561,1014951,0.1405951976776123
RM07R,381690,37464962,3.9755775928497314
rma10,46836,2374001,0.366815984249115
roadNet-CA,1971282,2766607,12.89277458190918
roadNet-PA,1090921,1541898,7.129907131195068
roadNet-TX,1393384,1921660,9.057689666748047
s3dkq4m2,90450,2455670,0.6777855753898621
s3dkt3m2,90450,1921955,0.6360031962394714
s4dkt3m2,90450,1921955,0.632857620716095
Serena,1391350,32961525,11.780851364135742
shermanACb,18511,145149,0.11665920168161392
ship_001,34921,2339575,0.2702687978744507
ship_003,121729,4103881,1.025100827217102
shipsec1,140875,3977139,1.1396095752716064
shipsec5,179861,5146478,1.4666751623153687
shipsec8,114920,3384159,0.932966411113739
Si10H16,17078,446500,0.13506560027599335
Si34H36,97570,2626974,0.8806559443473816
Si41Ge41H72,185640,7598452,1.7173503637313843
Si5H12,19897,379247,0.14755840599536896
Si87H76,240370,5451000,2.1480448246002197
sinc15,11533,568526,0.1788928061723709
SiO,33402,675528,0.25797441601753235
SiO2,155332,5719417,1.3956096172332764
skirt,12599,104559,0.0746207982301712
smallworld,100001,499998,0.6919103860855103
sme3Dc,42931,3148656,0.8879103660583496
smt,25711,1889447,0.17991679906845093
soc-LiveJournal1,4847572,68993773,64.54679870605469
soc-sign-Slashdot090221,82145,549202,0.6310912370681763
sparsine,50001,799494,0.44738560914993286
srb1,54925,1508538,0.3824639916419983
Stanford,281904,2312497,2.6591615676879883
std1_Jac2,21983,1248731,0.23357439041137695
std1_Jac3,21983,1455848,0.21401600539684296
stokes128,49667,295938,0.3050495982170105
stokes64,12547,74242,0.07342080026865005
struct3,53571,613632,0.3661823868751526
t2dah,11446,93781,0.06625279784202576
t2dah_a,11446,93781,0.06656000018119812
t2dah_e,11446,93781,0.06655360013246536
t3dh,79172,2215638,0.6658048033714294
t3dh_a,79172,2215638,0.6643711924552917
t3dh_e,79172,2215638,0.66457599401474
t3dl,20361,265113,0.12595200538635254
t3dl_a,20361,265113,0.12390400469303131
tandem_vtx,18455,135902,0.1114111989736557
ted_A,10606,424587,0.08335360139608383
ted_AB,10606,522387,0.08491839468479156
ted_AB_unscaled,10606,522387,0.08564160019159317
ted_A_unscaled,10606,424587,0.08250880241394043
ted_B_unscaled,10606,77592,0.07402239739894867
thread,29737,2249892,0.22162559628486633
tmt_sym,726714,2903837,5.273903846740723
torso1,116159,8516500,1.0169055461883545
transient,178867,961790,1.412630319595337
trdheim,22099,978711,0.12984320521354675
Trefethen_20000,20001,287233,0.13816319406032562
Trefethen_20000b,20000,287217,0.14069759845733643
troll,213454,6099282,1.722982406616211
TSOPF_FS_b162_c1,10799,305732,0.06287360191345215
TSOPF_FS_b162_c3,30799,904612,0.13487359881401062
TSOPF_FS_b162_c4,40799,1204322,0.17703360319137573
TSOPF_FS_b300,29215,2203949,0.1582079976797104
TSOPF_FS_b300_c1,29215,2203949,0.16035839915275574
TSOPF_FS_b300_c2,56815,4391071,0.34222081303596497
TSOPF_FS_b300_c3,84415,6578753,0.5549055933952332
TSOPF_FS_b39_c19,76217,998359,0.38041600584983826
TSOPF_FS_b39_c30,120217,1575639,0.6082240343093872
TSOPF_FS_b39_c7,28217,368599,0.12042240053415298
TSOPF_FS_b9_c6,14455,75801,0.06420479714870453
TSOPF_RS_b162_c3,15375,610299,0.0936959981918335
TSOPF_RS_b162_c4,20375,812749,0.12154879420995712
TSOPF_RS_b2052_c1,25627,6761100,0.2642591893672943
TSOPF_RS_b2383,38121,16171169,0.5864543914794922
TSOPF_RS_b2383_c1,38121,16171169,0.582144021987915
TSOPF_RS_b300_c1,14539,1474325,0.11960320174694061
TSOPF_RS_b300_c2,28339,2943887,0.20930559933185577
TSOPF_RS_b300_c3,42139,4413449,0.36546558141708374
TSOPF_RS_b39_c19,38099,684206,0.23828479647636414
TSOPF_RS_b39_c30,60099,1079986,0.42475518584251404
TSOPF_RS_b39_c7,14099,252446,0.08683519810438156
TSOPF_RS_b678_c1,18697,4396289,0.20043198764324188
TSOPF_RS_b678_c2,35697,8781949,0.434688001871109
tsyl201,20686,1237821,0.18213120102882385
tube1,21499,459277,0.12902399897575378
tube2,21499,459277,0.13516800105571747
turon_m,189925,912345,1.407088041305542
usroads,129165,165435,0.8454976081848145
usroads-48,126147,161950,0.8256511688232422
vanbody,47073,1191985,0.3150847852230072
venturiLevel3,4026820,8054237,27.454769134521484
vibrobox,12329,177578,0.08550400286912918
viscorocks,37763,1162244,0.2528255879878998
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.2528255879878998
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.7816224098205566
vsp_befref_fxm_2_4_air02,14110,98224,0.11102720350027084
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.414950430393219
vsp_c-30_data_data,11024,62184,0.05683199688792229
vsp_c-60_data_cti_cs4,85831,241080,0.44186240434646606
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.925491213798523
vsp_mod2_pgp2_slptsk,101365,389368,0.7272640466690063
vsp_model1_crew1_cr42_south31,45102,189976,0.23033280670642853
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.3867616057395935
vsp_p0291_seymourl_iiasa,10499,53868,0.07598079741001129
vsp_sctap1-2b_and_seymourl,40175,140831,0.3181440234184265
vsp_south31_slptsk,39669,189914,0.22794239223003387
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.49940481781959534
vt2010,32581,77799,0.1726464033126831
wathen100,30402,251001,0.14847999811172485
wathen120,36442,301101,0.20354878902435303
web-Google,916429,5105039,7.951642036437988
web-NotreDame,325730,1497134,1.6578559875488281
wikipedia-20051105,1634990,19753078,17.212825775146484
wikipedia-20060925,2983495,37269096,34.29826354980469
wikipedia-20061104,3148441,39383235,36.37736511230469
wikipedia-20070206,3566908,45030389,41.89470672607422
windscreen,22693,752541,0.1563647985458374
wing_nodal,10938,75488,0.1056767925620079
wy2010,86205,213793,0.6306976079940796
x104,108385,5138004,0.932966411113739
Zd_Jac2,22836,1642833,0.24166400730609894
Zd_Jac3,22836,1916152,0.240025594830513
Zd_Jac6,22836,1711983,0.24308478832244873
