dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,dur,density,speedup
Dubcova3,146690,1891669,0.1409,0.2162,0.1414,0.2896,0.3952,0.4165,0.4343,0.4347,0.3511,0.3581,0.12,0,1.0
e40r0100,17282,553562,0.0178,0.0388,0.0185,0.025,0.0307,0.0348,0.0389,0.0406,0.0423,0.0438,0.0382,0,0.96
EAT_RS,23220,325592,0.0279,0.0347,0.0292,0.0487,0.039,0.0356,0.0349,0.0348,0.0349,0.0348,0.0453,0,0.96
ecology1,1000001,2998000,0.9278,1.4406,0.9293,3.4076,1.4419,1.4417,1.4418,1.4419,1.4417,1.4416,0.3492,0,1.0
ecology2,1000000,2997995,0.9275,1.4409,0.9285,3.4133,1.4332,1.4417,1.4417,1.4419,1.4422,1.4414,0.3462,0,1.0
email-Enron,36693,183831,0.017,0.0364,0.0184,0.0471,0.0505,0.0503,0.0487,0.0471,0.0455,0.0454,0.0227,0,0.92
Emilia_923,923137,20964171,0.9637,1.5451,0.9651,2.1122,2.5699,3.048,2.9591,2.6201,1.8805,1.7367,1.2016,0,1.0
engine,143572,2424822,0.1557,0.2414,0.156,0.2896,0.3599,0.3843,0.3903,0.3627,0.2492,0.2477,0.1617,0,1.0
enron,69245,276143,0.0253,0.0306,0.0258,0.0324,0.0299,0.0291,0.0292,0.0291,0.029,0.0292,0.0365,0,0.98
eu-2005,862665,19235140,0.9733,1.6107,0.9734,2.4174,2.554,2.5672,2.5254,2.4734,2.4225,2.3444,1.2892,0,1.0
ex11,16615,1096948,0.0194,0.0675,0.0201,0.0233,0.0275,0.0332,0.0406,0.0464,0.0552,0.0619,0.0563,0,0.97
ex19,12006,259879,0.0105,0.0216,0.0119,0.0171,0.0209,0.0209,0.0218,0.0218,0.0218,0.0218,0.0122,0,0.88
F1,343792,13590452,0.4899,0.9966,0.4902,0.8464,1.0182,1.2595,1.2671,1.2393,1.1857,1.1516,0.8257,0,1.0
F2,71506,2682895,0.0613,0.1836,0.0619,0.1007,0.1233,0.1635,0.1701,0.175,0.179,0.1796,0.1648,0,0.99
Fault_639,638803,14626683,0.6623,1.0757,0.6633,1.4197,1.7235,2.1467,2.156,1.9476,1.473,1.3413,0.8174,0,1.0
fcondp2,201823,5748069,0.2052,0.4244,0.2057,0.384,0.4583,0.5473,0.6285,0.6841,0.7085,0.6937,0.2462,0,1.0
fem_hifreq_circuit,491101,20239237,0.8233,1.3352,0.8241,1.3577,1.8913,1.9295,1.9092,1.7051,1.6158,1.4273,1.4875,0,1.0
filter3D,106438,1406808,0.117,0.1644,0.1182,0.2405,0.2378,0.2221,0.1707,0.1672,0.1681,0.1671,0.1262,0,0.99
finance256,37377,167936,0.0171,0.0372,0.0185,0.0594,0.0488,0.0463,0.0422,0.0406,0.0398,0.039,0.0178,0,0.92
Flan_1565,1564795,59485419,1.6985,4.3334,1.7004,3.4125,4.0603,4.8038,5.514,5.2871,5.1555,4.8735,2.9281,0,1.0
flickr,820879,9837214,1.169,1.3618,1.1696,2.0382,1.9283,1.7614,1.6257,1.532,1.4541,1.3956,1.4802,0,1.0
foldoc,13357,120238,0.0099,0.0183,0.0103,0.0226,0.0251,0.0251,0.0242,0.0217,0.0185,0.0185,0.0114,0,0.96
Freescale1,3428756,18920347,5.1488,6.8468,5.1494,10.2113,9.4033,7.0519,6.9033,6.8779,6.8637,6.8565,2.0367,0,1.0
fullb,199188,5953632,0.211,0.4159,0.2125,0.376,0.4564,0.5184,0.6041,0.6371,0.6537,0.6521,0.2597,0,0.99
FullChip,2987013,26621990,4.5499,7.8191,4.5604,10.6485,13.315,13.3012,13.1156,12.5251,11.1954,9.603,2.9489,0,1.0
fxm4_6,18893,258368,0.0131,0.0249,0.0136,0.025,0.0275,0.0291,0.0291,0.0291,0.0275,0.0259,0.0194,0,0.96
G2_circuit,150103,438388,0.1387,0.212,0.1394,0.4774,0.2121,0.212,0.2137,0.2132,0.2134,0.2133,0.0513,0,0.99
G3_circuit,1585479,4623152,1.545,2.421,1.546,5.0687,2.422,2.4217,2.4222,2.4217,2.4215,2.4209,0.5575,0,1.0
Ga10As10H30,113082,3114357,0.1507,0.2397,0.1515,0.3941,0.4021,0.4059,0.4022,0.3748,0.3641,0.2353,0.2456,0,0.99
Ga19As19H42,133124,4508981,0.1865,0.3294,0.1876,0.47,0.4795,0.49,0.504,0.4978,0.4976,0.3232,0.3459,0,0.99
Ga3As3H12,61350,3016148,0.087,0.2117,0.088,0.1479,0.1585,0.1676,0.1798,0.1945,0.2086,0.1915,0.2091,0,0.99
Ga41As41H72,268097,9378286,0.3786,0.6822,0.3799,0.9561,0.9735,0.9982,1.0219,1.0186,1.0585,0.6676,0.7089,0,1.0
GaAsH6,61350,1721579,0.0636,0.1272,0.0643,0.1299,0.1324,0.1373,0.1421,0.1462,0.1495,0.1192,0.1296,0,0.99
gas_sensor,66918,885141,0.0383,0.0825,0.0389,0.0865,0.1283,0.0857,0.0849,0.0848,0.0824,0.0824,0.0639,0,0.98
Ge87H76,112986,4002590,0.163,0.2883,0.1637,0.3968,0.407,0.4199,0.4267,0.4166,0.4106,0.2877,0.314,0,1.0
Ge99H100,112986,4282190,0.1663,0.3044,0.1671,0.3988,0.4091,0.4253,0.4357,0.4253,0.4266,0.3047,0.3324,0,1.0
gearbox,153747,4617075,0.1688,0.3219,0.1693,0.3037,0.3776,0.4735,0.5015,0.4838,0.4433,0.4092,0.2539,0,1.0
Geo_1438,1437961,32297325,1.4882,2.3822,1.4892,3.247,3.9359,4.7555,4.6745,4.1486,3.005,2.7785,1.8756,0,1.0
gridgena,48963,280523,0.018,0.0454,0.0192,0.0544,0.0725,0.0677,0.0463,0.0463,0.0455,0.0456,0.0233,0,0.94
gsm_106857,589447,11174185,1.6181,1.735,1.6196,2.5795,2.3976,2.1826,1.9413,1.8156,1.7627,1.7383,1.2754,0,1.0
gupta1,31803,1098006,0.0255,0.0609,0.0266,0.064,0.0627,0.0619,0.0627,0.0635,0.066,0.0709,0.0826,0,0.96
gupta2,62065,2155175,0.0467,0.1166,0.0479,0.1241,0.1209,0.1201,0.1209,0.1233,0.1284,0.1381,0.1627,0,0.97
gupta3,16784,4670105,0.0621,0.6008,0.0635,0.0733,0.0816,0.0947,0.1168,0.1569,0.2143,0.2544,0.2501,0,0.98
gyro,17362,519260,0.0139,0.0371,0.0144,0.0242,0.0267,0.0324,0.0332,0.0348,0.035,0.0364,0.0286,0,0.97
gyro_k,17362,519260,0.0139,0.0372,0.0152,0.0242,0.0266,0.0325,0.0331,0.0348,0.0348,0.0366,0.029,0,0.91
gyro_m,17362,178896,0.0127,0.0232,0.0136,0.0283,0.0258,0.0234,0.0234,0.0234,0.0235,0.0234,0.0176,0,0.93
H2O,67025,1141880,0.0569,0.0896,0.0577,0.1317,0.1306,0.1314,0.1308,0.1266,0.1233,0.0898,0.0978,0,0.99
halfb,224618,6306219,0.2351,0.4599,0.2355,0.4379,0.514,0.6104,0.6826,0.7306,0.7453,0.7251,0.2685,0,1.0
Hamrle3,1447361,5514242,1.6974,2.4436,1.6983,4.8525,4.8662,4.4022,2.4424,2.4426,2.4439,2.4424,0.5445,0,1.0
hangGlider_4,15562,79088,0.0096,0.0191,0.0103,0.0226,0.022,0.0225,0.0226,0.0225,0.0226,0.0225,0.008,0,0.93
hangGlider_5,16012,82070,0.0087,0.0175,0.0094,0.0233,0.0234,0.0234,0.0234,0.0234,0.0233,0.0235,0.0081,0,0.93
helm2d03,392258,1567096,0.3876,0.5983,0.3908,1.1227,1.1667,1.0727,0.7573,0.663,0.5993,0.5989,0.1899,0,0.99
helm3d01,32227,230335,0.0176,0.0363,0.0186,0.057,0.0569,0.0521,0.0473,0.0431,0.0398,0.0381,0.0251,0,0.95
hi2010,25017,62063,0.0111,0.02,0.012,0.0315,0.0226,0.0202,0.0202,0.0201,0.0201,0.0202,0.0105,0,0.93
hollywood-2009,1139906,57515616,2.8622,4.4916,2.864,4.3708,4.8333,4.9093,4.8151,4.6917,4.598,4.5074,6.3543,0,1.0
hood,220543,5494489,0.2193,0.445,0.2208,0.4394,0.5304,0.6111,0.6524,0.6538,0.6453,0.6084,0.2573,0,0.99
Hook_1498,1498024,31207734,1.5087,2.472,1.5094,3.3454,4.0798,5.1045,5.0189,4.6204,4.0463,3.6271,1.8072,0,1.0
HTC_336_4438,226341,565431,0.2446,0.3508,0.2451,0.3633,0.3625,0.3623,0.362,0.361,0.3596,0.3578,0.0777,0,1.0
HTC_336_9129,226341,554881,0.2449,0.3512,0.245,0.3657,0.3645,0.364,0.3616,0.3594,0.3582,0.3569,0.0768,0,1.0
hugetric-00000,5824555,8733523,5.3285,7.6095,5.3277,16.0109,7.6196,7.6138,7.6164,7.6158,7.6121,7.6126,1.6967,1,1.0
human_gene1,22284,12345963,0.4914,1.017,0.4921,0.4962,0.6234,0.7467,0.8582,0.9352,0.9876,1.0129,1.4423,0,1.0
human_gene2,14341,9041364,0.316,0.7072,0.3162,0.3163,0.3871,0.4715,0.5549,0.6212,0.6696,0.6991,0.9749,0,1.0
HV15R,2017170,283073458,4.3972,15.5907,4.3872,5.8658,6.6424,7.9613,9.4384,11.8105,14.3886,15.3676,16.4546,1,1.0
ibm_matrix_2,51449,1056610,0.0312,0.0699,0.0324,0.043,0.0602,0.0979,0.0963,0.0996,0.0767,0.0766,0.0564,0,0.96
igbt3,10939,234006,0.0132,0.0192,0.0144,0.0201,0.0218,0.0193,0.0194,0.0194,0.0194,0.0192,0.02,0,0.92
in-2004,1382909,16917053,1.2269,1.9903,1.2274,2.8086,2.9965,3.0214,2.9662,2.8952,2.8199,2.7352,0.9302,0,1.0
inlet,11731,328323,0.0095,0.024,0.0104,0.0201,0.0192,0.021,0.0234,0.0243,0.0241,0.0268,0.0128,0,0.91
inline_1,503713,18660027,0.5992,1.3411,0.5997,1.1717,1.4265,1.8019,1.8553,1.8692,1.8236,1.7825,1.1155,0,1.0
ins2,309413,1530448,0.4516,0.7573,0.4522,0.692,0.7569,0.7567,0.7581,0.7576,0.7582,0.7563,0.221,0,1.0
italy_osm,6686494,7013978,5.8162,9.1943,5.8177,10.3324,9.2196,9.1786,9.1911,9.2006,9.1773,9.1775,1.6911,0,1.0
jan99jac120sc,41375,260202,0.0186,0.0408,0.0193,0.061,0.0627,0.0571,0.052,0.0495,0.0479,0.0455,0.0278,0,0.96
juba40k,40338,144945,0.0152,0.0354,0.016,0.0504,0.0463,0.0382,0.0357,0.0357,0.0357,0.0357,0.0176,0,0.95
k3plates,11108,378927,0.0086,0.0274,0.0095,0.012,0.0129,0.016,0.0185,0.025,0.0267,0.0275,0.0183,0,0.91
kim1,38416,933195,0.0254,0.0576,0.0267,0.0456,0.0553,0.066,0.0758,0.0578,0.0578,0.0578,0.0355,0,0.95
kkt_power,2063495,8130343,2.2657,3.3413,2.2664,3.5566,3.3638,3.3422,3.3416,3.3414,3.341,3.3407,1.168,0,1.0
kron_g500-logn16,65537,2456398,0.1673,0.1977,0.1823,0.2421,0.2356,0.2225,0.2176,0.2175,0.2168,0.2168,0.3585,0,0.92
kron_g500-logn17,131073,5114375,0.3825,0.4815,0.3834,0.5764,0.5145,0.4871,0.4812,0.4809,0.4823,0.4806,0.7571,0,1.0
kron_g500-logn18,262145,10583222,0.8111,1.0661,0.8125,1.2916,1.1386,1.0794,1.0693,1.0665,1.0694,1.067,1.5813,0,1.0
kron_g500-logn19,524289,21781478,1.6908,2.3375,1.6957,2.8148,2.521,2.4288,2.417,2.413,2.414,2.4153,3.3421,0,1.0
kron_g500-logn20,1048577,44620272,3.5977,5.4149,3.6174,6.1507,5.5467,5.4167,5.4127,5.4185,5.4045,5.4038,6.909,0,0.99
laminar_duct3D,67174,3833077,0.0664,0.218,0.0718,0.0866,0.1028,0.116,0.1351,0.1588,0.2012,0.2155,0.1666,0,0.92
language,399131,1216334,0.4179,0.6124,0.4182,1.1976,0.7667,0.7103,0.6783,0.6593,0.646,0.6366,0.184,0,1.0
largebasis,440021,5560100,0.6556,0.8944,0.6564,1.6306,1.5717,1.5779,1.5517,0.8944,0.8945,0.8936,0.3032,0,1.0
ldoor,952204,23737339,0.9982,2.0599,1.0004,2.0513,2.4248,2.7706,2.9587,2.9517,2.8637,2.7235,1.138,0,1.0
lhr34,35153,764014,0.0194,0.0568,0.0201,0.0366,0.0569,0.0554,0.066,0.0578,0.0569,0.057,0.0419,0,0.97
lhr34c,35153,764014,0.0194,0.0568,0.0201,0.0398,0.0619,0.061,0.0718,0.0627,0.0627,0.0627,0.0415,0,0.97
lhr71,70305,1528092,0.0402,0.119,0.0414,0.0784,0.1225,0.1209,0.1438,0.1201,0.12,0.1201,0.0836,0,0.97
lhr71c,70305,1528092,0.0403,0.119,0.0414,0.0783,0.1227,0.1209,0.1438,0.1201,0.1201,0.1201,0.0845,0,0.97
li,22696,1350309,0.0298,0.0831,0.0308,0.0448,0.0511,0.0579,0.0651,0.0742,0.0823,0.0832,0.0834,0,0.97
ljournal-2008,5363261,79023142,10.0029,12.2093,10.0023,18.8753,17.7546,15.9679,14.7499,13.9501,13.2742,12.7263,9.8338,1,1.0
Long_Coup_dt0,1470153,44279572,1.5965,3.2112,1.598,3.5085,3.9901,4.4698,4.9672,4.6191,4.6408,3.7061,2.4392,0,1.0
Long_Coup_dt6,1470153,44279572,1.5962,3.2115,1.5986,3.5079,3.9876,4.4699,4.9475,4.6228,4.6366,3.7144,2.4336,0,1.0
lowThrust_10,18261,116074,0.0097,0.0167,0.0103,0.0208,0.0209,0.0209,0.0218,0.0217,0.0217,0.022,0.0107,0,0.94
lowThrust_11,18369,117002,0.0097,0.0167,0.0104,0.0209,0.0209,0.021,0.0218,0.0217,0.0218,0.0218,0.0111,0,0.93
lowThrust_12,18459,117423,0.0097,0.0167,0.0111,0.0209,0.0209,0.021,0.0218,0.0217,0.0218,0.0222,0.0111,0,0.87
lowThrust_13,18477,117580,0.0097,0.0175,0.0104,0.021,0.021,0.021,0.0218,0.0218,0.0226,0.0218,0.0106,0,0.93
lowThrust_4,13563,84240,0.0077,0.0126,0.0087,0.016,0.016,0.0161,0.0168,0.0185,0.0185,0.0185,0.0077,0,0.89
lowThrust_5,16263,103701,0.0097,0.0168,0.0104,0.0202,0.0201,0.0209,0.021,0.021,0.0217,0.0218,0.0093,0,0.93
lowThrust_6,16929,108376,0.01,0.0175,0.0112,0.0209,0.0209,0.0218,0.0218,0.0225,0.0226,0.0226,0.01,0,0.89
lowThrust_7,17379,110607,0.0102,0.0174,0.0112,0.0217,0.0218,0.0218,0.0226,0.0226,0.0227,0.0227,0.0101,0,0.91
lowThrust_8,17703,113139,0.0103,0.0184,0.0114,0.0218,0.0225,0.0226,0.0226,0.0234,0.0234,0.0234,0.0104,0,0.9
lowThrust_9,18045,114806,0.0105,0.0184,0.012,0.0226,0.0226,0.0227,0.0234,0.0233,0.0234,0.0234,0.0107,0,0.88
lp1,534389,1088904,0.4784,0.757,0.4791,1.4053,1.7134,1.5621,0.7968,0.7663,0.7631,0.7611,0.1548,0,1.0
luxembourg_osm,114600,119666,0.0952,0.1513,0.0962,0.1513,0.1523,0.1524,0.1518,0.152,0.1523,0.152,0.0273,0,0.99
m14b,214766,1679018,0.2253,0.3071,0.2261,0.5154,0.4074,0.3228,0.3151,0.3112,0.3078,0.308,0.1927,0,1.0
mario001,38435,114643,0.0155,0.0372,0.0169,0.057,0.0512,0.0389,0.0373,0.0374,0.0374,0.0373,0.0173,0,0.92
mario002,389875,1167685,0.4315,0.6156,0.4327,1.0862,0.9095,0.6369,0.617,0.6155,0.6161,0.6161,0.1737,0,1.0
mark3jac040sc,18290,113435,0.0111,0.0208,0.0119,0.0308,0.0307,0.0283,0.0242,0.021,0.0202,0.0209,0.0129,0,0.93
mark3jac060sc,27450,170695,0.0153,0.029,0.0161,0.0463,0.0455,0.0414,0.0357,0.0299,0.0291,0.0291,0.0196,0,0.95
me2010,69519,167738,0.0261,0.0528,0.0267,0.0848,0.0586,0.0529,0.0529,0.0529,0.0529,0.0529,0.0291,0,0.98
memplus,17759,126150,0.011,0.0208,0.0119,0.0242,0.0348,0.0275,0.0258,0.0242,0.0242,0.021,0.0131,0,0.92
mip1,66464,5209641,0.0625,0.2931,0.0627,0.1495,0.1503,0.1514,0.1536,0.1561,0.1586,0.1586,0.1541,0,1.0
ML_Laplace,377003,27689972,0.5148,1.7543,0.5156,0.8902,1.0594,1.2926,1.2947,1.5494,1.6494,1.9977,1.0589,0,1.0
mouse_gene,45102,14506196,0.7953,1.0656,0.7958,0.8038,0.9479,1.0296,1.0535,1.0635,1.0666,1.0673,2.0187,0,1.0
msc10848,10849,620313,0.0131,0.0429,0.0136,0.0185,0.021,0.0234,0.025,0.0283,0.03,0.0333,0.0313,0,0.96
msc23052,23053,588933,0.0165,0.0462,0.0169,0.0291,0.034,0.0381,0.0414,0.0422,0.0406,0.0414,0.0302,0,0.98
msdoor,415864,10328399,0.4243,0.8742,0.425,0.8909,1.0648,1.2197,1.2822,1.2718,1.2491,1.1499,0.4978,0,1.0
m_t1,97579,4925574,0.1173,0.3294,0.1184,0.1759,0.201,0.2387,0.2769,0.3119,0.3504,0.3502,0.2318,0,0.99
mult_dcop_01,25188,193276,0.0189,0.0422,0.0201,0.0586,0.0603,0.0602,0.0602,0.0594,0.0569,0.0504,0.0244,0,0.94
mult_dcop_02,25188,193276,0.0193,0.0421,0.0193,0.0586,0.0602,0.0602,0.0602,0.0594,0.0569,0.0497,0.0244,0,1.0
mult_dcop_03,25188,193216,0.0188,0.042,0.0201,0.0587,0.0603,0.0602,0.0603,0.0594,0.0562,0.0512,0.0245,0,0.94
NACA0015,1039184,3114818,1.275,1.7019,1.276,3.2299,1.7997,1.7066,1.7019,1.7025,1.7031,1.7023,0.4993,0,1.0
nasasrb,54871,1366097,0.032,0.0831,0.0332,0.0651,0.0807,0.102,0.1053,0.0914,0.0872,0.089,0.0592,0,0.96
nd12k,36001,7128473,0.087,0.4262,0.088,0.1102,0.12,0.1257,0.1339,0.1536,0.1815,0.2356,0.356,0,0.99
nd24k,72001,14393817,0.182,0.874,0.1827,0.2323,0.2556,0.2697,0.2899,0.3304,0.3929,0.504,0.7177,0,1.0
nd6k,18001,3457658,0.0434,0.2043,0.0438,0.0553,0.0594,0.0619,0.0659,0.0749,0.0881,0.1143,0.1704,0,0.99
net100,29921,1031560,0.0404,0.0789,0.0407,0.0676,0.0684,0.0685,0.0684,0.0676,0.0677,0.0685,0.0739,0,0.99
net125,36721,1306960,0.0492,0.0978,0.0504,0.0849,0.0849,0.0848,0.0849,0.0856,0.0848,0.0856,0.0934,0,0.98
net150,43521,1582360,0.0568,0.1158,0.0578,0.102,0.1019,0.102,0.102,0.1021,0.1021,0.1028,0.1085,0,0.98
net4-1,88344,1265035,0.1114,0.1338,0.1131,0.1713,0.1431,0.1426,0.1341,0.1337,0.1336,0.1337,0.167,0,0.98
net50,16321,480760,0.0215,0.0396,0.0217,0.034,0.034,0.0348,0.0349,0.034,0.0341,0.0348,0.0362,0,0.99
net75,23121,756160,0.0306,0.0593,0.0315,0.0513,0.0512,0.0513,0.0514,0.0513,0.0512,0.0513,0.0534,0,0.97
netherlands_osm,2216689,2441238,1.8772,2.8126,1.8788,3.5386,2.8348,2.8133,2.813,2.8131,2.8138,2.8129,0.598,0,1.0
nh2010,48838,117275,0.0175,0.0339,0.0185,0.0537,0.0372,0.034,0.0341,0.034,0.0341,0.034,0.0202,0,0.95
NLR,4163764,12487976,5.3852,7.2641,5.3872,13.0406,7.8063,7.2917,7.2656,7.2698,7.2697,7.2726,2.006,0,1.0
NotreDame_www,325730,929849,0.1871,0.2261,0.188,0.3811,0.3581,0.3403,0.326,0.3135,0.3047,0.2944,0.0994,0,1.0
nv2010,84539,208499,0.0315,0.0642,0.0324,0.0979,0.0701,0.0652,0.0643,0.0647,0.0644,0.0643,0.0375,0,0.97
ohne2,181344,11063545,0.384,0.7323,0.3851,0.6534,0.8036,0.7885,0.8228,0.8156,0.7753,0.7501,0.9254,0,1.0
oilpan,73753,1835470,0.0349,0.1273,0.0357,0.0718,0.0857,0.1012,0.1176,0.1315,0.1414,0.1474,0.0627,0,0.98
olafu,16147,515651,0.0114,0.0372,0.0128,0.021,0.0234,0.0282,0.0315,0.0341,0.034,0.0374,0.024,0,0.89
onetone2,36058,227628,0.0176,0.0372,0.0184,0.0521,0.0569,0.0553,0.0496,0.0398,0.0381,0.0381,0.0244,0,0.96
OPF_10000,43888,255799,0.0169,0.0454,0.0177,0.0553,0.0668,0.0733,0.0471,0.0472,0.0471,0.0471,0.0197,0,0.95
opt1,15450,973052,0.017,0.061,0.0177,0.0242,0.0275,0.0332,0.0373,0.0448,0.0504,0.0537,0.0459,0,0.96
p2p-Gnutella31,62587,147892,0.0228,0.022,0.0234,0.0226,0.0217,0.0218,0.0218,0.0226,0.0218,0.0225,0.0201,3,1.01
parabolic_fem,525826,2100225,0.6966,0.9613,0.6973,1.4474,1.3155,0.9595,0.9602,0.96,0.9604,0.9596,0.2433,0,1.0
patents,3774769,14970767,4.6393,5.4827,4.6392,5.9793,5.4976,5.4811,5.4816,5.4826,5.482,5.479,2.1724,1,1.0
pattern1,19243,4671337,0.2933,0.2665,0.3169,0.293,0.2937,0.2938,0.2922,0.2913,0.2921,0.2937,0.7567,9,0.91
pcrystk02,13966,491274,0.0117,0.0347,0.0127,0.0184,0.021,0.0241,0.0299,0.0291,0.0299,0.034,0.0205,0,0.92
pcrystk03,24697,887937,0.0183,0.0601,0.0193,0.0308,0.0348,0.0414,0.0513,0.052,0.0525,0.0554,0.0363,0,0.95
pct20stif,52330,1375396,0.0303,0.0961,0.0316,0.0595,0.0717,0.0872,0.0947,0.102,0.1053,0.1045,0.069,0,0.96
pdb1HYS,36418,2190591,0.0306,0.1339,0.0316,0.0487,0.0553,0.0725,0.0799,0.0897,0.0971,0.1029,0.0988,0,0.97
pds10,16559,83108,0.0105,0.0174,0.0112,0.0234,0.0226,0.021,0.0185,0.0177,0.0178,0.0177,0.01,0,0.94
PFlow_742,742794,18940627,0.7535,1.5825,0.7538,1.6031,1.8868,2.17,2.4247,2.3628,2.278,2.1828,0.8065,0,1.0
pkustk01,22045,500712,0.0147,0.0389,0.0161,0.0268,0.0309,0.0357,0.0381,0.0374,0.0373,0.0373,0.0281,0,0.91
pkustk02,10801,410400,0.0103,0.0289,0.0112,0.0152,0.0177,0.0193,0.0209,0.0226,0.0251,0.0266,0.0204,0,0.92
pkustk03,63337,1596876,0.0369,0.1166,0.0374,0.0751,0.0881,0.1078,0.116,0.1135,0.1103,0.1135,0.0865,0,0.99
pkustk04,55591,2137125,0.0481,0.1642,0.049,0.081,0.1031,0.1289,0.1405,0.1512,0.1603,0.1651,0.1257,0,0.98
pkustk05,37165,1121154,0.0269,0.0798,0.0274,0.0479,0.0561,0.0684,0.0741,0.0742,0.0734,0.0758,0.0629,0,0.98
pkustk06,43165,1307466,0.0304,0.0929,0.0316,0.0553,0.0643,0.0799,0.0856,0.0865,0.0857,0.0881,0.0728,0,0.96
pkustk07,16861,1217832,0.027,0.0774,0.0283,0.0356,0.0406,0.0504,0.0554,0.0618,0.0669,0.0693,0.0746,0,0.95
pkustk08,22210,1624440,0.0364,0.1028,0.0374,0.0471,0.0537,0.0701,0.0758,0.0833,0.0923,0.0947,0.1019,0,0.97
pkustk09,33961,808800,0.0209,0.0618,0.0221,0.0405,0.0471,0.0577,0.0619,0.0594,0.0578,0.0586,0.0439,0,0.95
pkustk10,80677,2194830,0.0502,0.1588,0.0512,0.0939,0.1111,0.1351,0.1464,0.1454,0.1438,0.1484,0.112,0,0.98
pkustk11,87805,2652858,0.0868,0.1931,0.0878,0.1422,0.1534,0.1821,0.1948,0.1812,0.18,0.1862,0.1485,0,0.99
pkustk12,94654,3803485,0.1172,0.3138,0.118,0.1816,0.2177,0.2916,0.3039,0.3155,0.3197,0.3286,0.2308,0,0.99
pkustk13,94894,3355860,0.1175,0.2368,0.1179,0.1807,0.2148,0.2393,0.2446,0.2487,0.2482,0.2466,0.2273,0,1.0
pkustk14,151927,7494215,0.197,0.5015,0.1974,0.3355,0.4147,0.4912,0.5202,0.5282,0.5169,0.5164,0.4326,0,1.0
pli,22696,686502,0.0183,0.0478,0.0194,0.0348,0.0438,0.0463,0.048,0.0512,0.0496,0.048,0.0401,0,0.94
PR02R,161071,8185136,0.205,0.6371,0.206,0.4068,0.4588,0.4925,0.5771,0.6248,0.6536,0.6378,0.3479,0,1.0
Pres_Poisson,14823,365313,0.011,0.0282,0.012,0.0198,0.0242,0.0282,0.03,0.0299,0.0308,0.0316,0.0223,0,0.92
pwtk,217919,5926171,0.2149,0.4028,0.2151,0.3961,0.4849,0.5512,0.6703,0.7082,0.7499,0.7548,0.1812,0,1.0
qa8fk,66128,863353,0.0357,0.0798,0.0365,0.0749,0.1274,0.0815,0.0815,0.0807,0.0808,0.0807,0.05,0,0.98
qa8fm,66128,863353,0.0356,0.0806,0.0365,0.075,0.1274,0.0815,0.0817,0.0807,0.0807,0.0807,0.0501,0,0.98
raefsky3,21201,1488768,0.0182,0.0937,0.0193,0.0267,0.0269,0.0275,0.0266,0.0275,0.0275,0.0487,0.0353,0,0.94
raefsky4,19780,674195,0.0152,0.047,0.016,0.0258,0.0291,0.0341,0.0398,0.0414,0.0431,0.0455,0.0314,0,0.95
rajat15,37262,443573,0.0263,0.0487,0.0275,0.066,0.0701,0.0644,0.061,0.0586,0.0562,0.0538,0.0435,0,0.96
rajat22,39900,197264,0.0186,0.0412,0.0193,0.0513,0.0684,0.0668,0.0603,0.0521,0.0455,0.0431,0.0224,0,0.96
rajat26,51033,249302,0.023,0.0519,0.0234,0.0635,0.0873,0.0832,0.07,0.0627,0.0561,0.0538,0.0287,0,0.98
rajat29,643995,4866270,0.8718,1.5105,0.8727,2.2843,2.6491,2.6733,2.6651,2.6086,2.3519,1.9735,0.5096,0,1.0
rajat30,643995,6175377,0.906,1.5646,0.9065,2.3199,2.6561,2.7675,2.7587,2.6581,2.3945,1.9945,0.6247,0,1.0
ramage02,16831,1441591,0.0244,0.0855,0.0258,0.0316,0.0374,0.0447,0.0553,0.0627,0.0832,0.0865,0.0728,0,0.95
Reuters911,13333,148038,0.015,0.0192,0.016,0.0239,0.021,0.0192,0.0193,0.0193,0.0192,0.0193,0.021,0,0.94
rgg_n_2_15_s0,32769,160240,0.0174,0.0331,0.0185,0.0529,0.0358,0.0332,0.0332,0.0332,0.0333,0.0332,0.0222,0,0.94
rgg_n_2_22_s0,4194305,30359198,4.3981,6.2387,4.4008,7.389,6.2511,6.231,6.2408,6.2409,6.2392,6.24,4.2307,0,1.0
ri2010,25182,62875,0.0102,0.0183,0.0112,0.0283,0.0201,0.0185,0.0185,0.0185,0.0185,0.0185,0.0108,0,0.91
rim,22561,1014951,0.0193,0.0625,0.0202,0.0258,0.0332,0.039,0.0446,0.0471,0.0515,0.0602,0.0513,0,0.96
RM07R,381690,37464962,0.6941,2.341,0.6947,1.0951,1.2184,1.4277,1.7343,2.4219,2.3416,2.3414,1.9576,0,1.0
rma10,46836,2374001,0.0391,0.1436,0.0398,0.0463,0.057,0.075,0.0922,0.1093,0.1323,0.1396,0.1107,0,0.98
roadNet-CA,1971282,2766607,1.8012,3.0451,1.8031,6.0435,4.0151,3.0888,3.0455,3.0452,3.0449,3.0453,0.9113,0,1.0
roadNet-PA,1090921,1541898,0.9965,1.6944,1.0002,3.368,2.2325,1.7196,1.6951,1.6945,1.6894,1.6859,0.5038,0,1.0
roadNet-TX,1393384,1921660,1.2702,2.1342,1.2775,4.2549,2.7339,2.159,2.1355,2.1347,2.1346,2.135,0.639,0,0.99
