dataSet,rows_,columns_,nonzeros_,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,rode,ours_gflops
nd6k, 18000, 18000, 3457658, 0.389325, 2273.578332, 0.536986, 1648.387718, 0.154931, 5713.248529
net100, 29920, 29920, 1031560, 0.097178, 2717.492073, 0.407757, 647.639369, 0.094925, 2781.984851
net125, 36720, 36720, 1306960, 0.116326, 2876.232305, 0.321741, 1039.910904, 0.116531, 2871.177377
net150, 43520, 43520, 1582360, 0.128614, 3149.601866, 0.317133, 1277.332876, 0.139878, 2895.973560
net4-1, 88343, 88343, 1265035, 0.202957, 1595.654676, 0.374272, 865.277044, 0.186778, 1733.874692
net50, 16320, 16320, 480760, 0.065843, 1869.206824, 0.470630, 261.510005, 0.060518, 2033.671680
net75, 23120, 23120, 756160, 0.078848, 2455.064985, 0.363008, 533.258112, 0.077414, 2500.529120
netherlands_osm, 2216688, 2216688, 2441238, 2.887168, 216.460193, 3.733299, 167.400705, 2.443367, 255.776997
nh2010, 48837, 48837, 117275, 0.055603, 539.940145, 0.433562, 69.245983, 0.037888, 792.398661
NLR, 4163763, 4163763, 12487976, 9.599795, 333.019786, 10.765107, 296.970747, 8.046285, 397.316533
NotreDame_www, 325729, 325729, 929849, 0.413491, 575.686600, 0.992666, 239.800140, 0.343245, 693.503151
nv2010, 84538, 84538, 208499, 0.088576, 602.598260, 0.472269, 113.019835, 0.073728, 723.954850
ohne2, 181343, 181343, 11063545, 1.081651, 2618.466555, 1.712845, 1653.545867, 1.115034, 2540.073638
oilpan, 73752, 73752, 1835470, 0.247398, 1899.286008, 0.322253, 1458.110908, 0.153907, 3053.010572
olafu, 16146, 16146, 515651, 0.083763, 1575.950488, 0.410931, 321.237847, 0.054477, 2423.172100
onetone2, 36057, 36057, 227628, 0.059085, 986.256451, 0.417280, 139.649078, 0.041267, 1412.084323
OPF_10000, 43887, 43887, 255799, 0.066765, 980.824361, 0.437146, 149.800300, 0.045875, 1427.449757
opt1, 15449, 15449, 973052, 0.138035, 1804.621635, 0.379597, 656.226049, 0.067891, 3669.125275
p2p-Gnutella31, 62586, 62586, 147892, 0.065024, 582.251965, 0.451174, 83.915115, 0.043418, 872.004721
parabolic_fem, 525825, 525825, 2100225, 1.232896, 436.093216, 1.572454, 341.922548, 1.028198, 522.912293
patents, 3774768, 3774768, 14970767, 9.907200, 386.841530, 10.858701, 352.944289, 7.409562, 517.239264
pattern1, 19242, 19242, 4671337, 0.508826, 2350.240042, 0.640512, 1867.041197, 0.480154, 2490.582704
pcrystk02, 13965, 13965, 491274, 0.069939, 1798.221030, 0.444621, 282.861585, 0.057037, 2205.000031
pcrystk03, 24696, 24696, 887937, 0.114790, 1980.234100, 0.393421, 577.783068, 0.081510, 2788.746833
pct20stif, 52329, 52329, 1375396, 0.189338, 1859.648466, 0.293274, 1200.590117, 0.094925, 3709.266389
pdb1HYS, 36417, 36417, 2190591, 0.276582, 2027.573988, 0.376013, 1491.415433, 0.131277, 4271.823380
pds10, 16558, 16558, 83108, 0.054477, 390.545130, 0.430285, 49.445504, 0.033382, 637.331272
PFlow_742, 742793, 742793, 18940627, 2.956288, 1640.165161, 2.250650, 2154.400409, 2.072986, 2339.042006
