dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,dur,density,speedup
roadNet-PA,1090921,1541898,1.0202,1.6919,1.0272,3.3045,2.209,1.7131,1.6904,1.6892,1.6892,1.6888,0.2307,0,0.99
roadNet-TX,1393384,1921660,1.2891,2.1266,1.305,4.1899,2.7107,2.16,2.1318,2.1352,2.1312,2.1346,0.3338,0,0.99
s3dkq4m2,90450,2455670,0.0827,0.1548,0.0846,0.1116,0.1234,0.1455,0.1722,0.1974,0.2261,0.238,0.0226,0,0.98
s3dkt3m2,90450,1921955,0.0669,0.1448,0.0765,0.1136,0.126,0.1406,0.1638,0.1889,0.2091,0.1958,0.0222,0,0.87
s4dkt3m2,90450,1921955,0.0668,0.1449,0.0763,0.1141,0.1259,0.1413,0.1641,0.1881,0.2056,0.1959,0.0213,0,0.88
Serena,1391350,32961525,1.7383,2.5297,1.7391,3.1466,3.8056,4.7856,4.722,4.387,3.9026,3.5819,0.478,0,1.0
shermanACb,18511,145149,0.0205,0.0282,0.0209,0.0406,0.0406,0.0397,0.0389,0.0381,0.0356,0.0332,0.0054,0,0.98
ship_001,34921,2339575,0.0517,0.1388,0.0521,0.0602,0.0651,0.0738,0.0864,0.0951,0.1085,0.1111,0.0147,0,0.99
ship_003,121729,4103881,0.1594,0.2892,0.1627,0.226,0.2687,0.3058,0.3457,0.3633,0.336,0.339,0.0389,0,0.98
shipsec1,140875,3977139,0.1849,0.2803,0.1873,0.2801,0.3293,0.3991,0.4372,0.3405,0.3009,0.2932,0.0445,0,0.99
shipsec5,179861,5146478,0.227,0.3571,0.2319,0.3687,0.4541,0.5234,0.5408,0.4907,0.3945,0.3863,0.0668,0,0.98
shipsec8,114920,3384159,0.1456,0.2389,0.1478,0.2068,0.243,0.2861,0.3129,0.3041,0.2789,0.2669,0.0385,0,0.99
Si10H16,17078,446500,0.0326,0.0355,0.0324,0.0413,0.0406,0.0405,0.0414,0.0422,0.0423,0.0364,0.0055,1,1.01
Si34H36,97570,2626974,0.1725,0.2038,0.1759,0.2913,0.2961,0.3003,0.3004,0.29,0.2841,0.2031,0.0363,0,0.98
Si41Ge41H72,185640,7598452,0.3964,0.5366,0.3987,0.6781,0.6864,0.7051,0.73,0.7438,0.7621,0.5234,0.0956,0,0.99
Si5H12,19897,379247,0.0317,0.0314,0.0324,0.0422,0.0421,0.0422,0.0422,0.0413,0.0414,0.0324,0.0052,9,0.97
Si87H76,240370,5451000,0.4027,0.4379,0.4069,0.8365,0.8471,0.8521,0.8472,0.8253,0.8056,0.4369,0.0777,0,0.99
sinc15,11533,568526,0.0476,0.0372,0.048,0.0323,0.0316,0.0324,0.0331,0.0323,0.0332,0.0332,0.0083,3,1.18
SiO,33402,675528,0.049,0.0552,0.0495,0.0693,0.07,0.07,0.0717,0.0716,0.0709,0.0544,0.0092,0,0.99
SiO2,155332,5719417,0.302,0.4737,0.3035,0.5655,0.576,0.5871,0.5969,0.5994,0.5992,0.4089,0.0851,0,1.0
skirt,12599,104559,0.0099,0.0167,0.0112,0.0201,0.0233,0.0209,0.0197,0.0193,0.0177,0.0168,0.0029,0,0.88
smallworld,100001,499998,0.0833,0.1144,0.0846,0.196,0.2113,0.2265,0.1992,0.1151,0.1148,0.1146,0.0215,0,0.98
sme3Dc,42931,3148656,0.3085,0.2002,0.3096,0.2044,0.2036,0.2029,0.2011,0.2004,0.2004,0.2004,0.07,9,1.0
smt,25711,1889447,0.0515,0.1158,0.0521,0.057,0.0619,0.0725,0.0782,0.0889,0.097,0.1012,0.0123,0,0.99
soc-LiveJournal1,4847572,68993773,12.2165,13.7654,12.287,19.8798,18.9711,17.9018,16.9162,16.1606,15.5028,14.8525,2.6002,0,0.99
soc-sign-Slashdot090221,82145,549202,0.0685,0.0594,0.0701,0.084,0.0695,0.0651,0.0618,0.0602,0.0595,0.0635,0.0208,9,1.0
sparsine,50001,799494,0.0906,0.0707,0.0912,0.0717,0.0709,0.0701,0.0708,0.0709,0.0709,0.0709,0.0162,4,1.01
srb1,54925,1508538,0.0485,0.0986,0.0487,0.0684,0.075,0.0881,0.0946,0.1094,0.1127,0.1135,0.014,0,1.0
Stanford,281904,2312497,0.4049,0.553,0.4065,0.5514,0.5502,0.5534,0.5511,0.5513,0.5504,0.5509,0.0766,0,1.0
std1_Jac2,21983,1248731,0.0503,0.092,0.0512,0.0578,0.0595,0.0594,0.0627,0.0677,0.0741,0.0889,0.0162,0,0.98
std1_Jac3,21983,1455848,0.0543,0.1076,0.0552,0.0619,0.0615,0.0651,0.0676,0.0741,0.0815,0.0914,0.018,0,0.98
stokes128,49667,295938,0.0266,0.0503,0.0275,0.0528,0.0783,0.0511,0.0512,0.0511,0.0512,0.0512,0.0106,0,0.97
stokes64,12547,74242,0.0091,0.015,0.0104,0.0168,0.021,0.016,0.016,0.016,0.016,0.0153,0.0027,0,0.88
struct3,53571,613632,0.033,0.0642,0.034,0.0685,0.0947,0.1028,0.0832,0.0692,0.0646,0.0643,0.0115,0,0.97
t2dah,11446,93781,0.0078,0.0151,0.0095,0.016,0.02,0.0209,0.0216,0.0209,0.0208,0.016,0.0026,0,0.82
t2dah_a,11446,93781,0.0078,0.015,0.0095,0.016,0.02,0.0209,0.0217,0.0211,0.021,0.016,0.0026,0,0.82
t2dah_e,11446,93781,0.0077,0.015,0.0095,0.016,0.0201,0.0209,0.0217,0.0209,0.021,0.016,0.0025,0,0.81
t3dh,79172,2215638,0.0927,0.1541,0.0938,0.131,0.1536,0.1685,0.1653,0.1595,0.1584,0.1562,0.021,0,0.99
t3dh_a,79172,2215638,0.0931,0.1531,0.0938,0.1301,0.1536,0.1686,0.1652,0.159,0.1582,0.1558,0.0212,0,0.99
t3dh_e,79172,2215638,0.0928,0.1525,0.0938,0.1303,0.1536,0.1685,0.1662,0.1599,0.1579,0.1558,0.0219,0,0.99
t3dl,20361,265113,0.0222,0.0274,0.0226,0.0332,0.0398,0.0299,0.0291,0.029,0.0283,0.0275,0.0045,0,0.98
t3dl_a,20361,265113,0.0222,0.0273,0.0225,0.034,0.0398,0.0292,0.0291,0.029,0.0283,0.0282,0.0046,0,0.99
tandem_vtx,18455,135902,0.0155,0.0225,0.016,0.0307,0.0332,0.0316,0.0266,0.0242,0.0234,0.0226,0.0044,0,0.97
ted_A,10606,424587,0.0169,0.0315,0.0177,0.0185,0.0184,0.0201,0.0225,0.0258,0.0266,0.0324,0.0044,0,0.95
ted_AB,10606,522387,0.0221,0.0372,0.0218,0.0217,0.0226,0.025,0.0258,0.0315,0.0316,0.0372,0.0052,2,1.02
ted_AB_unscaled,10606,522387,0.0222,0.0372,0.0225,0.0217,0.0225,0.025,0.0258,0.0308,0.031,0.0365,0.0054,2,1.02
ted_A_unscaled,10606,424587,0.0167,0.0315,0.0177,0.0179,0.0186,0.0209,0.0217,0.0258,0.0267,0.0332,0.0043,0,0.94
ted_B_unscaled,10606,77592,0.0078,0.0134,0.0095,0.0152,0.0151,0.016,0.0135,0.0152,0.0152,0.0153,0.0024,0,0.82
thread,29737,2249892,0.0605,0.1379,0.0611,0.0652,0.07,0.0774,0.0856,0.1061,0.1175,0.125,0.0169,0,0.99
tmt_sym,726714,2903837,0.6955,1.1548,0.6917,1.7337,2.4046,1.1572,1.1568,1.1554,1.157,1.1578,0.1647,1,1.01
torso1,116159,8516500,0.2023,0.8254,0.2102,0.272,0.3195,0.2811,0.288,0.2943,0.3042,0.3278,0.0767,0,0.96
transient,178867,961790,0.1915,0.2909,0.1899,0.398,0.5754,0.507,0.4212,0.4124,0.3694,0.3726,0.044,1,1.01
trdheim,22099,978711,0.0246,0.0626,0.025,0.0307,0.0341,0.0373,0.0405,0.0446,0.0471,0.0536,0.0067,0,0.98
Trefethen_20000,20001,287233,0.0275,0.0282,0.0282,0.0405,0.0405,0.0397,0.0282,0.0283,0.0283,0.0283,0.0046,0,0.98
Trefethen_20000b,20000,287217,0.0274,0.0277,0.0282,0.0405,0.0405,0.0406,0.0282,0.0282,0.0283,0.0283,0.0046,0,0.97
troll,213454,6099282,0.2584,0.4164,0.2592,0.4112,0.4983,0.6081,0.6626,0.6777,0.6661,0.6508,0.075,0,1.0
TSOPF_FS_b162_c1,10799,305732,0.0122,0.0216,0.0144,0.0169,0.0168,0.0169,0.0169,0.0169,0.0168,0.0167,0.0032,0,0.85
TSOPF_FS_b162_c3,30799,904612,0.0255,0.0568,0.0258,0.0348,0.0365,0.0373,0.0381,0.039,0.0405,0.0414,0.0089,0,0.99
TSOPF_FS_b162_c4,40799,1204322,0.0311,0.0749,0.0319,0.0454,0.0472,0.0487,0.0495,0.0511,0.0529,0.0545,0.0114,0,0.97
TSOPF_FS_b300,29215,2203949,0.0424,0.111,0.043,0.0504,0.0504,0.0512,0.0512,0.0528,0.0552,0.0544,0.0158,0,0.99
TSOPF_FS_b300_c1,29215,2203949,0.0426,0.1109,0.0431,0.0496,0.0505,0.0513,0.0512,0.0529,0.0552,0.0545,0.0154,0,0.99
TSOPF_FS_b300_c2,56815,4391071,0.0749,0.2156,0.0758,0.092,0.0938,0.0946,0.0971,0.0996,0.1044,0.1061,0.0328,0,0.99
TSOPF_FS_b300_c3,84415,6578753,0.1078,0.3295,0.1086,0.1331,0.1356,0.1388,0.1421,0.147,0.1544,0.1578,0.0513,0,0.99
TSOPF_FS_b39_c19,76217,998359,0.0373,0.0856,0.0391,0.0751,0.0784,0.0824,0.0849,0.088,0.0897,0.0922,0.0173,0,0.95
TSOPF_FS_b39_c30,120217,1575639,0.0568,0.1373,0.0587,0.1168,0.1225,0.1291,0.133,0.1381,0.1413,0.1439,0.0317,0,0.97
TSOPF_FS_b39_c7,28217,368599,0.0161,0.0339,0.0176,0.029,0.0299,0.0315,0.0323,0.0333,0.034,0.0348,0.0064,0,0.91
TSOPF_FS_b9_c6,14455,75801,0.0076,0.0135,0.0095,0.0184,0.0169,0.0176,0.0176,0.0177,0.0176,0.0176,0.003,0,0.8
TSOPF_RS_b162_c3,15375,610299,0.0193,0.0413,0.0201,0.0274,0.0275,0.0275,0.0266,0.0266,0.0266,0.0274,0.0046,0,0.96
TSOPF_RS_b162_c4,20375,812749,0.0238,0.0536,0.0242,0.0347,0.0349,0.0348,0.0351,0.0349,0.0348,0.0357,0.0059,0,0.98
TSOPF_RS_b2052_c1,25627,6761100,0.1014,0.3411,0.1023,0.1162,0.1167,0.1147,0.1144,0.1146,0.1159,0.1168,0.0585,0,0.99
TSOPF_RS_b2383,38121,16171169,0.2208,0.9541,0.2217,0.2421,0.2391,0.2379,0.2395,0.2419,0.2419,0.2437,0.1203,0,1.0
TSOPF_RS_b2383_c1,38121,16171169,0.2209,0.9539,0.2223,0.2411,0.2386,0.2379,0.2386,0.2411,0.2427,0.2437,0.1175,0,0.99
TSOPF_RS_b300_c1,14539,1474325,0.0314,0.0765,0.0324,0.0389,0.039,0.0381,0.0381,0.0384,0.0389,0.0397,0.008,0,0.97
TSOPF_RS_b300_c2,28339,2943887,0.054,0.1477,0.0545,0.0692,0.0692,0.0692,0.0684,0.0692,0.0693,0.07,0.0169,0,0.99
TSOPF_RS_b300_c3,42139,4413449,0.0764,0.2191,0.0767,0.1003,0.0996,0.1002,0.1003,0.1016,0.1029,0.1039,0.0345,0,1.0
TSOPF_RS_b39_c19,38099,684206,0.0274,0.0471,0.0282,0.0561,0.0561,0.0563,0.0561,0.0562,0.0561,0.0569,0.0092,0,0.97
TSOPF_RS_b39_c30,60099,1079986,0.0408,0.0724,0.0422,0.0874,0.0873,0.088,0.088,0.0882,0.088,0.0889,0.0137,0,0.97
TSOPF_RS_b39_c7,14099,252446,0.0132,0.02,0.0137,0.0218,0.0218,0.0217,0.0218,0.0218,0.0217,0.0226,0.0035,0,0.96
TSOPF_RS_b678_c1,18697,4396289,0.0707,0.2108,0.0717,0.0782,0.0775,0.0777,0.0774,0.079,0.0782,0.0808,0.0364,0,0.99
TSOPF_RS_b678_c2,35697,8781949,0.1307,0.4198,0.1315,0.1478,0.1471,0.1471,0.1468,0.1487,0.1487,0.1512,0.0706,0,0.99
tsyl201,20686,1237821,0.0406,0.0773,0.0415,0.0446,0.0479,0.0512,0.056,0.0635,0.0717,0.0749,0.0128,0,0.98
tube1,21499,459277,0.0162,0.0331,0.0167,0.0266,0.0291,0.0315,0.0373,0.0398,0.0422,0.0414,0.0052,0,0.97
tube2,21499,459277,0.0168,0.033,0.018,0.0258,0.03,0.0316,0.0373,0.0406,0.0439,0.0422,0.0054,0,0.93
turon_m,189925,912345,0.1772,0.2737,0.1867,0.5362,0.461,0.454,0.3475,0.3384,0.2784,0.2754,0.0412,0,0.95
usroads,129165,165435,0.1148,0.1768,0.119,0.1889,0.178,0.178,0.1776,0.1772,0.1773,0.1769,0.0269,0,0.96
usroads-48,126147,161950,0.1124,0.1725,0.1166,0.1838,0.1739,0.173,0.1737,0.173,0.1733,0.1735,0.0291,0,0.96
vanbody,47073,1191985,0.0394,0.0798,0.0405,0.0602,0.0692,0.08,0.0856,0.0873,0.0926,0.0856,0.0147,0,0.97
venturiLevel3,4026820,8054237,3.6866,5.655,3.7507,11.9104,7.621,5.658,5.6474,5.6455,5.6442,5.6476,0.7968,0,0.98
vibrobox,12329,177578,0.0187,0.0183,0.0193,0.025,0.0233,0.0202,0.0184,0.0185,0.0185,0.0185,0.0035,9,0.99
viscorocks,37763,1162244,0.0346,0.0691,0.0357,0.0373,0.0373,0.0643,0.0675,0.0676,0.0668,0.0733,0.01,0,0.97
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.02,0.0276,0.021,0.0283,0.0274,0.0275,0.0274,0.0275,0.0275,0.0274,0.0067,0,0.95
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.2271,0.1404,0.2274,0.1447,0.1413,0.1405,0.1413,0.1404,0.1413,0.1406,0.0416,9,1.0
vsp_befref_fxm_2_4_air02,14110,98224,0.011,0.015,0.0127,0.0234,0.0233,0.0218,0.0209,0.0177,0.0153,0.0152,0.003,0,0.87
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0359,0.0502,0.0373,0.0774,0.0741,0.0716,0.057,0.0544,0.0521,0.0512,0.0132,0,0.96
vsp_c-30_data_data,11024,62184,0.0066,0.0118,0.0079,0.0155,0.016,0.0144,0.0128,0.0119,0.0127,0.0127,0.0025,0,0.84
vsp_c-60_data_cti_cs4,85831,241080,0.0303,0.0576,0.0318,0.0913,0.0725,0.0709,0.066,0.0651,0.0634,0.0635,0.017,0,0.95
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.1143,0.1701,0.1164,0.3064,0.2615,0.2411,0.2208,0.2066,0.1916,0.1776,0.0303,0,0.98
vsp_mod2_pgp2_slptsk,101365,389368,0.0535,0.079,0.0541,0.1258,0.1061,0.0938,0.0881,0.0857,0.084,0.0831,0.0263,0,0.99
vsp_model1_crew1_cr42_south31,45102,189976,0.0232,0.0413,0.025,0.0701,0.0652,0.0627,0.061,0.0603,0.0594,0.0585,0.0104,0,0.93
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.1367,0.0831,0.1373,0.0873,0.084,0.0832,0.0832,0.0832,0.0831,0.0831,0.027,9,1.0
vsp_p0291_seymourl_iiasa,10499,53868,0.0141,0.0109,0.0145,0.0151,0.0135,0.0136,0.0135,0.0135,0.0129,0.0136,0.0032,9,0.84
vsp_sctap1-2b_and_seymourl,40175,140831,0.0291,0.0349,0.03,0.0586,0.0381,0.0365,0.0365,0.0364,0.0357,0.0356,0.0086,0,0.97
vsp_south31_slptsk,39669,189914,0.0254,0.0363,0.0259,0.0586,0.0585,0.0578,0.0552,0.0545,0.0544,0.0536,0.0088,0,0.98
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.0423,0.0773,0.0442,0.129,0.1266,0.1226,0.1192,0.1118,0.0987,0.0873,0.0191,0,0.96
vt2010,32581,77799,0.0168,0.0256,0.0185,0.0414,0.0282,0.0258,0.0258,0.0259,0.0259,0.0258,0.0067,0,0.91
wathen100,30402,251001,0.019,0.0364,0.0193,0.0323,0.0586,0.048,0.0479,0.0364,0.0365,0.0365,0.0067,0,0.98
wathen120,36442,301101,0.0218,0.0428,0.0226,0.0377,0.07,0.0579,0.0577,0.043,0.043,0.043,0.0082,0,0.96
web-Google,916429,5105039,1.228,1.3247,1.236,1.3845,1.3284,1.3278,1.3287,1.3293,1.3289,1.3282,0.1986,0,0.99
web-NotreDame,325730,1497134,0.2291,0.2733,0.2326,0.4129,0.4024,0.3872,0.3719,0.3509,0.3482,0.3325,0.0619,0,0.98
wikipedia-20051105,1634990,19753078,3.0273,3.2517,3.0314,4.5449,3.6105,3.4163,3.346,3.3108,3.3025,3.2881,0.6464,0,1.0
wikipedia-20060925,2983495,37269096,6.2068,6.782,6.1478,9.0835,7.3833,7.0293,6.9239,6.8913,6.8533,6.8503,1.1466,1,1.01
wikipedia-20061104,3148441,39383235,6.6005,7.242,6.5426,9.6325,7.8765,7.4898,7.3773,7.3437,7.3148,7.2845,1.2536,1,1.01
wikipedia-20070206,3566908,45030389,7.548,8.4153,7.5827,11.0956,9.1023,8.6838,8.547,8.4906,8.467,8.4455,1.4643,0,1.0
wiki-Talk,2394386,5021410,1.2619,1.1568,1.2639,1.2968,1.2556,1.2191,1.208,1.1976,1.1888,1.1983,0.8047,9,0.97
windscreen,22693,752541,0.0225,0.0518,0.0226,0.0291,0.0323,0.0372,0.0462,0.0463,0.0471,0.0488,0.0065,0,1.0
wing_nodal,10938,75488,0.0137,0.0133,0.0137,0.016,0.0139,0.0136,0.0135,0.0136,0.0136,0.0136,0.0024,9,0.99
wy2010,86205,213793,0.0416,0.0617,0.04,0.0971,0.0676,0.0668,0.066,0.0661,0.066,0.066,0.0178,1,1.04
x104,108385,5138004,0.1657,0.3542,0.1669,0.2065,0.2296,0.2714,0.2972,0.3248,0.3409,0.3454,0.0482,0,0.99
Zd_Jac2,22836,1642833,0.06,0.1174,0.0611,0.0676,0.0675,0.0701,0.075,0.0819,0.0885,0.1085,0.0153,0,0.98
Zd_Jac3,22836,1916152,0.0654,0.1379,0.066,0.0717,0.0725,0.0769,0.0832,0.0897,0.1003,0.1094,0.0185,0,0.99
Zd_Jac6,22836,1711983,0.0609,0.1249,0.0614,0.0676,0.0684,0.0709,0.0766,0.0832,0.0922,0.1003,0.0167,0,0.99
