dataSet,rows_,columns_,nonzeros_,Sputnik_time,sputnik_gflops,ours_time,ours_gflops
netherlands_osm, 2216688, 2216688, 2441238, 0.000205, 1525773.753852, 0.450150,694.164590
nh2010, 48837, 48837, 117275, 9.217229, 1.628602, 0.013600,1103.764646
NLR, 4163763, 4163763, 12487976, 0.000205, 7804985.019706, 2.936218,544.394557
NotreDame_www, 325729, 325729, 929849, 377.801727, 0.157517, 0.040755,1460.189999
nv2010, 84538, 84538, 208499, 26.500910, 1.007055, 0.017920,1489.278625
ohne2, 181343, 181343, 11063545, 117.834030, 6.009018, 0.504083,1404.662710
oilpan, 73752, 73752, 1835470, 21.029236, 10.947618, 0.177050,1300.313757
olafu, 16146, 16146, 515651, 1.027891, 63.207066, 0.041677,1558.900437
onetone2, 36057, 36057, 227628, 5.025882, 2.898634, 0.011280,1291.506359
OPF_10000, 43887, 43887, 255799, 7.445197, 4.020512, 0.014029,2133.718137
opt1, 15449, 15449, 973052, 0.944960, 130.758886, 0.046387,2663.707312
p2p-Gnutella31, 62586, 62586, 147892, 14.721703, 0.642934, 0.010874,870.464972
parabolic_fem, 525825, 525825, 2100225, 980.605652, 0.239827, 0.136976,1716.913866
patents, 3774768, 3774768, 14970767, 0.000202, 4752624.482173, 1.698813,563.999194
pattern1, 19242, 19242, 4671337, 1.535488, 388.605860, 0.166272,3588.695996
pcrystk02, 13965, 13965, 491274, 0.766362, 80.887809, 0.037581,1649.494207
pcrystk03, 24696, 24696, 887937, 2.375270, 47.184265, 0.065741,1704.807245
pct20stif, 52329, 52329, 1375396, 10.612410, 16.273554, 0.120627,1431.697255
pdb1HYS, 36417, 36417, 2190591, 5.193114, 53.544940, 0.106086,2621.117951
pds10, 16558, 16558, 83108, 1.064960, 8.993870, 0.008602,1113.526795
PFlow_742, 742793, 742793, 18940627, 1958.036865, 1.213900, 1.984102,1197.953017
pkustk01, 22044, 22044, 500712, 1.888054, 33.198364, 0.041472,1511.388893
pkustk02, 10800, 10800, 410400, 0.459776, 112.750552, 0.027427,1890.094540
pkustk03, 63336, 63336, 1596876, 15.473152, 12.948016, 0.132915,1507.326670
pkustk04, 55590, 55590, 2137125, 11.973433, 22.549441, 0.122368,2206.412099
pkustk05, 37164, 37164, 1121154, 5.357386, 26.342926, 0.088909,1587.348159
pkustk06, 43164, 43164, 1307466, 7.218176, 22.802595, 0.102810,1600.951257
pkustk07, 16860, 16860, 1217832, 1.127219, 137.332167, 0.054374,2846.991381
pkustk08, 22209, 22209, 1624440, 1.944467, 106.202330, 0.071987,2868.661993
pkustk09, 33960, 33960, 808800, 4.470170, 22.673181, 0.072192,1403.936144
pkustk10, 80676, 80676, 2194830, 23.934151, 11.522238, 0.182886,1507.903153
pkustk11, 87804, 87804, 2652858, 28.568563, 11.689295, 0.190976,1748.630028
pkustk12, 94653, 94653, 3803485, 33.604290, 14.307348, 0.240947,1995.409327
pkustk13, 94893, 94893, 3355860, 33.043556, 12.815718, 0.244362,1732.993003
pkustk14, 151926, 151926, 7494215, 83.095757, 11.427012, 0.523162,1814.996078
pli, 22695, 22695, 686502, 2.021994, 42.739885, 0.055376,1560.599849
PR02R, 161070, 161070, 8185136, 93.678391, 5.591991, 0.408035,1283.832194
Pres_Poisson, 14822, 14822, 365313, 0.858819, 53.342375, 0.037376,1225.691732
pwtk, 217918, 217918, 5926171, 169.472092, 4.393662, 0.610486,1219.688303
qa8fk, 66127, 66127, 863353, 16.501657, 6.440387, 0.027546,3858.222425
qa8fm, 66127, 66127, 863353, 16.904089, 6.287062, 0.030109,3529.767182
raefsky3, 21200, 21200, 1488768, 1.750016, 54.445874, 0.050790,1875.967767
raefsky4, 19779, 19779, 674195, 1.530470, 55.558804, 0.052422,1622.037654
rajat15, 37261, 37261, 443573, 5.372618, 5.283955, 0.016685,1701.469082
rajat22, 39899, 39899, 197264, 6.150349, 2.052712, 0.010573,1194.092005
rajat26, 51032, 51032, 249302, 10.058343, 1.586278, 0.012083,1320.455469
rajat29, 643994, 643994, 4866270, 1470.839111, 0.211744, 0.217674,1430.771868
rajat30, 643994, 643994, 6175377, 1470.847290, 0.268705, 0.252957,1562.417514
ramage02, 16830, 16830, 1441591, 1.137357, 161.291984, 0.070038,2619.227774
Reuters911, 13332, 13332, 148038, 0.691990, 27.383130, 0.012083,1568.199105
rgg_n_2_15_s0, 32768, 32768, 160240, 4.153242, 4.938485, 0.012989,1579.108178
rgg_n_2_22_s0, 4194304, 4194304, 30359198, 0.000198, 19586579.619781, 1.856000,2093.737853
ri2010, 25181, 25181, 62875, 2.453504, 3.280207, 0.009418,854.570150
rim, 22560, 22560, 1014951, 1.983693, 32.745426, 0.045363,1431.928621
RM07R, 381689, 381689, 37464962, 518.655273, 4.623027, 1.244877,1926.100344
rma10, 46835, 46835, 2374001, 8.503679, 17.867096, 0.091034,1669.010794
roadNet-CA, 1971281, 1971281, 2766607, 13770.456055, 0.025716, 0.396390,893.376087
roadNet-PA, 1090920, 1090920, 1541898, 4217.936523, 0.046791, 0.220944,893.271348
roadNet-TX, 1393383, 1393383, 1921660, 6881.329102, 0.035745, 0.279040,881.495404
s3dkq4m2, 90449, 90449, 2455670, 30.898483, 9.985507, 0.207536,1486.667446
s3dkt3m2, 90449, 90449, 1921955, 30.213049, 7.950919, 0.192614,1247.162743
s4dkt3m2, 90449, 90449, 1921955, 30.240768, 7.943631, 0.192717,1246.500059
Serena, 1391349, 1391349, 32961525, 6863.304688, 0.601755, 3.729408,1107.422142
shermanACb, 18510, 18510, 145149, 1.328726, 6.991308, 0.008294,1119.976875
ship_001, 34920, 34920, 2339575, 4.761670, 62.421525, 0.096358,3084.637335
ship_003, 121728, 121728, 4103881, 54.446697, 9.504822, 0.350003,1478.575578
shipsec1, 140874, 140874, 3977139, 71.795204, 6.965059, 0.385434,1297.390401
shipsec5, 179860, 179860, 5146478, 115.763710, 5.591028, 0.501754,1289.952126
shipsec8, 114919, 114919, 3384159, 49.030643, 8.684723, 0.305974,1391.677057
Si10H16, 17077, 17077, 446500, 1.141453, 49.112037, 0.033690,1663.987451
Si34H36, 97569, 97569, 2626974, 34.663113, 9.520445, 0.206336,1599.373158
Si41Ge41H72, 185639, 185639, 7598452, 123.707596, 7.766063, 0.447261,2148.010603
Si5H12, 19896, 19896, 379247, 1.544602, 30.603536, 0.045427,1040.571988
Si87H76, 240369, 240369, 5451000, 206.173386, 3.309566, 0.570134,1196.813212
sinc15, 11532, 11532, 568526, 0.523462, 69.509605, 0.032333,1125.348417
SiO, 33401, 33401, 675528, 4.332544, 19.464297, 0.070451,1196.997638
SiO2, 155331, 155331, 5719417, 87.277359, 8.274129, 0.392877,1838.093282
skirt, 12598, 12598, 104559, 0.618192, 20.345265, 0.008070,1558.445609
smallworld, 100000, 100000, 499998, 37.085152, 1.725751, 0.019453,3290.001669
sme3Dc, 42930, 42930, 3148656, 7.185613, 28.044093, 0.152874,1318.173868
smt, 25710, 25710, 1889447, 2.599731, 92.395618, 0.085504,2809.269416
soc-LiveJournal1, 4847571, 4847571, 68993773, 0.000205, 21560554.116935, 6.144410,718.637231
soc-sign-Slashdot090221, 82144, 82144, 549202, 24.815226, 1.416426, 0.024064,1460.643620
sparsine, 50000, 50000, 799494, 9.689491, 10.231211, 0.093834,1056.500341
srb1, 54924, 54924, 1508538, 11.669913, 16.244999, 0.136122,1392.708689
Stanford, 281903, 281903, 2312497, 283.247498, 0.522511, 0.077722,1904.230030
std1_Jac2, 21982, 21982, 1248731, 1.875046, 42.622298, 0.025421,3143.834359
std1_Jac3, 21982, 21982, 1455848, 1.876358, 49.656969, 0.030291,3075.951860
stokes128, 49666, 49666, 295938, 9.534250, 3.749641, 0.012493,2861.649645
stokes64, 12546, 12546, 74242, 0.612966, 14.620991, 0.005325,1683.100981
struct3, 53570, 53570, 613632, 11.100847, 6.766728, 0.021504,3493.136932
t2dah, 11445, 11445, 93781, 0.510902, 22.061920, 0.006144,1834.552130
t2dah_a, 11445, 11445, 93781, 0.510874, 22.063164, 0.006144,1834.552130
t2dah_e, 11445, 11445, 93781, 0.510998, 22.057776, 0.006246,1804.477494
t3dh, 79171, 79171, 2215638, 23.235394, 11.987519, 0.206848,1346.567131
t3dh_a, 79171, 79171, 2215638, 23.234394, 11.988035, 0.206950,1345.900839
t3dh_e, 79171, 79171, 2215638, 23.237837, 11.986258, 0.206848,1346.567131
t3dl, 20360, 20360, 265113, 1.611334, 20.251180, 0.012390,2633.605431
t3dl_a, 20360, 20360, 265113, 1.611194, 20.252950, 0.012490,2612.687732
tandem_vtx, 18454, 18454, 135902, 1.322874, 12.256953, 0.009766,1660.222828
ted_A, 10605, 10605, 424587, 0.441242, 61.584330, 0.017712,1534.189701
ted_AB, 10605, 10605, 522387, 0.441965, 75.645768, 0.018432,1813.843723
ted_AB_unscaled, 10605, 10605, 522387, 0.442061, 75.629343, 0.018426,1814.473753
ted_A_unscaled, 10605, 10605, 424587, 0.441344, 61.570037, 0.017792,1527.291378
ted_B_unscaled, 10605, 10605, 77592, 0.439024, 21.076423, 0.007251,1276.072360
thread, 29736, 29736, 2249892, 3.467946, 82.493532, 0.097162,2944.404613
tmt_sym, 726713, 726713, 2903837, 1873.233032, 0.173594, 0.184605,1761.500808
torso1, 116158, 116158, 8516500, 50.166855, 10.864863, 0.141517,3851.528454
transient, 178866, 178866, 961790, 114.140564, 0.539287, 0.027709,2221.480649
trdheim, 22098, 22098, 978711, 1.905357, 65.006584, 0.057949,2137.416830
Trefethen_20000, 20000, 20000, 287233, 1.554739, 22.824294, 0.016486,2152.430076
Trefethen_20000b, 19999, 19999, 287217, 1.555277, 22.815129, 0.016486,2152.309735
troll, 213453, 213453, 6099282, 162.776398, 4.712275, 0.601907,1274.361059
TSOPF_FS_b162_c1, 10798, 10798, 305732, 0.457011, 85.220139, 0.016099,2419.161253
TSOPF_FS_b162_c3, 30798, 30798, 904612, 3.677799, 31.345709, 0.044662,2581.213665
TSOPF_FS_b162_c4, 40798, 40798, 1204322, 6.442410, 23.824328, 0.059699,2570.990498
TSOPF_FS_b300, 29214, 29214, 2203949, 3.325530, 84.680593, 0.061338,4591.112110
TSOPF_FS_b300_c1, 29214, 29214, 2203949, 3.325542, 84.680263, 0.061338,4591.112110
TSOPF_FS_b300_c2, 56814, 56814, 4391071, 12.548215, 44.716945, 0.152250,3685.512668
TSOPF_FS_b300_c3, 84414, 84414, 6578753, 27.151630, 30.963133, 0.239395,3511.764470
TSOPF_FS_b39_c19, 76216, 76216, 998359, 22.434099, 5.641698, 0.097766,1294.579741
TSOPF_FS_b39_c30, 120216, 120216, 1575639, 53.179466, 3.756229, 0.139981,1427.011654
TSOPF_FS_b39_c7, 28216, 28216, 368599, 3.081897, 15.161153, 0.036966,1263.988874
TSOPF_FS_b9_c6, 14454, 14454, 75801, 0.810906, 11.678557, 0.006349,1491.653246
TSOPF_RS_b162_c3, 15374, 15374, 610299, 0.921293, 42.396008, 0.021318,1832.179534
TSOPF_RS_b162_c4, 20374, 20374, 812749, 1.611981, 32.268334, 0.027750,1874.421145
TSOPF_RS_b2052_c1, 25626, 25626, 6761100, 2.607232, 165.965432, 0.097587,4434.089807
TSOPF_RS_b2383, 38120, 38120, 16171169, 5.897113, 175.501935, 0.254733,4062.903630
TSOPF_RS_b2383_c1, 38120, 38120, 16171169, 5.896941, 175.507078, 0.252928,4091.895075
TSOPF_RS_b300_c1, 14538, 14538, 1474325, 0.829533, 113.746917, 0.024061,3921.598507
TSOPF_RS_b300_c2, 28338, 28338, 2943887, 3.121664, 60.355235, 0.046176,4080.231336
TSOPF_RS_b300_c3, 42138, 42138, 4413449, 6.884660, 41.027553, 0.067059,4212.110073
TSOPF_RS_b39_c19, 38098, 38098, 684206, 5.610970, 7.804210, 0.045978,952.402532
TSOPF_RS_b39_c30, 60098, 60098, 1079986, 13.954252, 4.953264, 0.071030,973.091829
TSOPF_RS_b39_c7, 14098, 14098, 252446, 0.772390, 20.917587, 0.018214,887.020374
TSOPF_RS_b678_c1, 18696, 18696, 4396289, 1.384851, 203.171649, 0.034714,8105.252795
TSOPF_RS_b678_c2, 35696, 35696, 8781949, 5.030810, 111.720530, 0.127475,4409.051540
tsyl201, 20685, 20685, 1237821, 1.683558, 93.324498, 0.063142,2488.300184
tube1, 21498, 21498, 459277, 1.795789, 31.970121, 0.049664,1156.000008
tube2, 21498, 21498, 459277, 1.795661, 31.972400, 0.049357,1163.195013
turon_m, 189924, 189924, 912345, 129.243866, 0.837301, 0.033683,3212.760908
usroads, 129164, 129164, 165435, 61.423412, 0.344749, 0.017510,1209.320126
usroads-48, 126146, 126146, 161950, 57.338776, 0.361528, 0.017136,1209.710544
vanbody, 47072, 47072, 1191985, 8.582042, 17.427260, 0.107827,1387.047740
venturiLevel3, 4026819, 4026819, 8054237, 0.000189, 5460499.495933, 0.994717,1036.417903
vibrobox, 12328, 12328, 177578, 0.598016, 36.689639, 0.015872,1382.370954
viscorocks, 37762, 37762, 1162244, 5.524685, 13.463866, 0.039907,1863.914722
vsp_barth5_1Ksep_50in_5Kout, 32212, 32212, 101805, 4.012851, 3.247327, 0.010538,1236.623167
vsp_bcsstk30_500sep_10in_1Kout, 58348, 58348, 2016578, 13.240314, 19.495156, 0.207238,1245.531567
vsp_befref_fxm_2_4_air02, 14109, 14109, 98224, 0.773427, 16.255792, 0.008790,1430.273045
vsp_bump2_e18_aa01_model1_crew1, 56438, 56438, 300801, 12.307894, 3.128279, 0.021094,1825.248813
vsp_c-30_data_data, 11023, 11023, 62184, 0.473622, 16.805691, 0.006432,1237.492575
vsp_c-60_data_cti_cs4, 85830, 85830, 241080, 27.001652, 1.142828, 0.016166,1908.788667
vsp_finan512_scagr7-2c_rlfddd, 139752, 139752, 552020, 70.371536, 1.004079, 0.035862,1970.268520
vsp_mod2_pgp2_slptsk, 101364, 101364, 389368, 37.963863, 1.312804, 0.026010,1916.181003
vsp_model1_crew1_cr42_south31, 45101, 45101, 189976, 7.860736, 3.093467, 0.013107,1855.234380
vsp_msc10848_300sep_100in_1Kout, 21996, 21996, 1221028, 1.922662, 81.289148, 0.101683,1537.044319
vsp_p0291_seymourl_iiasa, 10498, 10498, 53868, 0.431206, 15.990263, 0.007680,897.799957
vsp_sctap1-2b_and_seymourl, 40174, 40174, 140831, 6.239642, 2.889007, 0.014131,1275.643088
vsp_south31_slptsk, 39668, 39668, 189914, 6.081433, 3.997247, 0.015552,1563.078119
vsp_vibrobox_scagr7-2c_rlfddd, 77328, 77328, 435586, 22.310421, 2.499057, 0.032070,1738.519187
vt2010, 32580, 32580, 77799, 4.106240, 2.425156, 0.010752,926.178579
wathen100, 30401, 30401, 251001, 3.580102, 8.430614, 0.011229,2687.951026
wathen120, 36441, 36441, 301101, 5.136487, 7.049314, 0.012592,2875.532454
web-Google, 916428, 916428, 5105039, 2978.246582, 0.109703, 0.274038,1192.250735
web-NotreDame, 325729, 325729, 1497134, 377.117706, 0.254076, 0.057651,1662.004945
wikipedia-20051105, 1634989, 1634989, 19753078, 9474.260742, 0.133435, 1.131827,1116.952334
wikipedia-20060925, 2983494, 2983494, 37269096, 0.000205, 11646592.529405, 2.578118,925.179470
wikipedia-20061104, 3148440, 3148440, 39383235, 0.000186, 13580425.523687, 2.763642,912.031100
wikipedia-20070206, 3566907, 3566907, 45030389, 0.000198, 14525932.131972, 3.255987,885.121700
wiki-Talk, 2394385, 2394385, 5021410, 0.000205, 1569190.628962, 0.758886,423.476091
windscreen, 22692, 22692, 752541, 2.006502, 47.282756, 0.059494,1594.653614
wing_nodal, 10937, 10937, 75488, 0.467568, 20.665366, 0.008294,1164.938296
wy2010, 86204, 86204, 213793, 27.432541, 0.997556, 0.018227,1501.355320
x104, 108384, 108384, 5138004, 44.078869, 14.762809, 0.337715,1926.854173
Zd_Jac2, 22835, 22835, 1642833, 2.027111, 51.867578, 0.031370,3351.694411
Zd_Jac3, 22835, 22835, 1916152, 2.028467, 60.456353, 0.037581,3263.201630
Zd_Jac6, 22835, 22835, 1711983, 2.026768, 54.059920, 0.032227,3399.827198
