dataSet,num_nodes,num_edges,spmm_tcu_ori,spmm_tcu_part,spmm_tcu_binary,spmm_tcu
StocF-1465,1465138,11235263,1.7457,1.79,1.6882,1.7469
onetone1,36058,341088,0.0601,0.065,0.0564,0.0576
rajat29,643995,4866270,56.9418,0.8383,59.8503,0.846
auto,448696,3314611,0.7676,0.7789,0.7511,0.7652
mark3jac060,27450,170695,0.0368,0.0376,0.0334,0.0345
GL7d14,171376,1831183,0.4057,0.4086,0.3462,0.3521
engine,143572,2424822,0.2645,0.246,0.2573,0.2402
kron_g500-logn19,524289,21781478,10.7852,4.7485,10.2081,4.2568
world,67148,198883,0.2999,0.0604,0.2905,0.0598
cont-201,80596,239596,0.0627,0.067,0.0616,0.0661
c-52,23949,113332,0.1282,0.0282,0.1358,0.0271
bcircuit,68903,375558,0.0715,0.0738,0.0714,0.0742
bbmat,38745,1771722,0.1153,0.1176,0.1037,0.1091
pa2010,421546,1029231,0.3174,0.334,0.317,0.3346
gupta2,62065,2155175,0.1847,0.1861,0.1579,0.1597
Zd_Jac6_db,22836,663643,0.0834,0.0696,0.0735,0.0614
mark3jac120sc,54930,342475,0.071,0.0729,0.0684,0.0704
EAT_SR,23220,325589,0.0822,0.077,0.0708,0.0674
dixmaanl,60001,179999,0.057,0.0603,0.0567,0.0599
af23560,23561,484256,0.0469,0.0476,0.0409,0.0417
ch8-8-b4,376321,1881600,0.3904,0.4018,0.371,0.3883
south31,36322,112398,0.0281,0.0246,0.0278,0.0243
c-48,18355,92217,0.0727,0.024,0.0818,0.0239
msc10848,10849,620313,0.0533,0.0401,0.0524,0.036
n4c6-b8,198896,1790055,0.3615,0.3657,0.3248,0.3327
Ge99H100,112986,4282190,0.4382,0.4446,0.3722,0.3805
c-43,11126,67400,0.0239,0.0168,0.0233,0.0164
citationCiteseer,268496,1156647,0.4271,0.3383,0.4199,0.3337
TSOPF_FS_b39_c30,120217,1575639,0.1233,0.1221,0.1195,0.1193
onetone2,36058,227628,0.0421,0.0433,0.0403,0.0417
Hook_1498,1498024,31207734,2.2453,2.2734,2.0966,2.1227
blockqp1,60013,340022,4.1683,0.0594,4.7465,0.057
ch7-7-b5,52921,211680,0.0511,0.0526,0.0482,0.0502
mario001,38435,114643,0.0301,0.0315,0.028,0.0297
net125,36721,1306960,0.1677,0.1363,0.155,0.1189
igbt3,10939,234006,0.0418,0.0417,0.0376,0.0368
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.3218,0.2649,0.3063,0.2232
crashbasis,160001,1750416,0.2445,0.249,0.2419,0.2476
ecology2,1000000,2997995,0.7509,0.8114,0.7798,0.8384
matrix_9,103431,2121550,1.1778,0.1896,1.2235,0.1772
webbase-1M,1000006,3105536,0.9571,0.8033,0.9455,0.7917
lowThrust_7,17379,110607,0.0228,0.0235,0.0215,0.0219
HEP-th-new,27771,352807,0.1188,0.0858,0.1186,0.0738
turon_m,189925,912345,0.1741,0.1814,0.1775,0.1853
rajat22,39900,197264,0.3758,0.0512,0.4476,0.0515
viscorocks,37763,1162244,0.0737,0.0751,0.07,0.0723
ri2010,25182,62875,0.0233,0.0242,0.0223,0.0228
Maragal_8,75078,1308415,1.0323,0.2012,1.1635,0.1758
onera_dual,85568,252384,0.0719,0.0757,0.0736,0.0773
Dubcova3,146690,1891669,0.1765,0.1822,0.174,0.1801
vsp_c-60_data_cti_cs4,85831,241080,0.3333,0.0602,0.3455,0.0603
Dubcova2,65026,547625,0.0871,0.0896,0.0852,0.0879
fome21,216351,465294,0.1297,0.1316,0.1283,0.1307
cbuckle,13682,345098,0.0543,0.0266,0.0576,0.0255
coPapersCiteseer,434103,16036720,0.8506,0.8721,0.7736,0.8074
coAuthorsDBLP,299068,977676,0.2242,0.2348,0.224,0.2347
D6-6,120577,146880,0.0534,0.0552,0.052,0.0541
darcy003,389875,1167685,0.3764,0.3874,0.38,0.3908
c-55,32781,218115,0.3042,0.0467,0.3057,0.0423
rajat16,94295,641159,3.4996,0.1173,3.4502,0.1167
para-8,155925,5416358,1.4695,0.7512,1.3821,0.6566
bone010,986704,36326514,1.9224,1.9371,1.7339,1.7605
mono_500Hz,169411,5036288,0.7352,0.6753,0.6694,0.605
kron_g500-logn16,65537,2456398,1.1949,0.5063,1.2264,0.4252
Ill_Stokes,20897,191368,0.0487,0.0492,0.0419,0.0429
bfly,49153,98304,0.0408,0.0434,0.0418,0.0439
fxm4_6,18893,258368,0.0467,0.0366,0.0437,0.0335
vsp_befref_fxm_2_4_air02,14110,98224,0.0199,0.0198,0.018,0.0181
s3dkq4m2,90450,2455670,0.1226,0.1255,0.1171,0.1219
bauru5727,40367,145019,0.0406,0.0426,0.0413,0.043
foldoc,13357,120238,0.0268,0.0239,0.0248,0.022
flickr,820879,9837214,2.3454,2.1874,2.0413,1.9541
n4c6-b10,186559,1456422,0.2978,0.3009,0.2688,0.274
SiO,33402,675528,0.1297,0.1024,0.1234,0.0896
lhr17c,17577,381975,0.0359,0.0367,0.0326,0.0332
n4c6-b5,51814,310878,0.0669,0.0684,0.0599,0.0622
tsyl201,20686,1237821,0.0912,0.0762,0.0812,0.0658
ldoor,952204,23737339,1.2844,1.3104,1.2259,1.265
graphics,29494,117954,0.0165,0.0176,0.0153,0.0165
soc-Epinions1,75889,508837,0.3135,0.1302,0.3254,0.1192
rgg_n_2_20_s0,1048577,6891620,1.5471,1.5686,1.3735,1.4113
boyd1,93280,652246,10.892,0.1262,12.2693,0.1233
std1_Jac2_db,21983,498771,0.0686,0.0537,0.066,0.0486
net50,16321,480760,0.0865,0.0576,0.0816,0.0502
olafu,16147,515651,0.0332,0.0339,0.0296,0.0304
kron_g500-logn17,131073,5114375,3.847,1.0593,3.7546,0.8883
ted_A_unscaled,10606,424587,0.0312,0.0306,0.0293,0.0288
Maragal_7,46846,1200537,1.6756,0.1765,1.7511,0.1561
struct3,53571,613632,0.0662,0.0686,0.0642,0.0666
atmosmodm,1489753,10319760,2.1155,2.1729,2.1076,2.1636
rajat15,37262,443573,0.3336,0.0735,0.3678,0.0681
venkat01,62425,1717792,0.1431,0.1446,0.1285,0.1313
neos,515906,1526794,0.3916,0.4096,0.4035,0.4229
Cube_Coup_dt0,2164761,64685452,4.349,4.3266,3.8789,3.9856
Fault_639,638803,14626683,1.0362,1.0499,0.941,0.9685
Si34H36,97570,2626974,0.324,0.3256,0.279,0.2791
Stanford,281904,2312497,5.324,0.6515,5.7064,0.6513
wy2010,86205,213793,0.08,0.0782,0.0798,0.0786
scagr7-2r,46680,120141,0.0348,0.0364,0.0348,0.0364
m_t1,97579,4925574,0.2589,0.2559,0.2346,0.2302
ohne2,181344,11063545,1.3894,1.0662,1.3047,0.9229
tandem_vtx,18455,135902,0.0272,0.0274,0.0251,0.026
Rucci1,1977886,7791168,1.0457,1.1789,0.9792,1.1206
PR02R,161071,8185136,0.4819,0.4846,0.4212,0.4284
fe_tooth,78137,452591,0.0894,0.0925,0.0889,0.092
gyro_m,17362,178896,0.0354,0.0361,0.0318,0.0324
c-73b,169423,724348,0.1631,0.1708,0.1587,0.1669
sc2010,181909,446580,0.1449,0.1522,0.1456,0.1534
bloweya,30005,80005,0.7307,0.0235,0.7697,0.0225
a2nnsnsl,80017,196115,0.9865,0.0633,1.1791,0.0639
lhr10c,10673,232633,0.0246,0.025,0.0226,0.0233
GL7d17,1548651,25978098,7.7866,8.6497,7.7861,8.7062
dbir1,45776,1077025,0.5601,0.13,0.6273,0.1119
me2010,69519,167738,0.0641,0.0643,0.0655,0.0655
largebasis,440021,5560100,0.6115,0.6284,0.6241,0.6424
c-70,68925,363955,0.501,0.0858,0.4895,0.0828
p2p-Gnutella31,62587,147892,0.0592,0.0609,0.0603,0.0624
mk12-b3,51976,207900,0.0481,0.05,0.0431,0.0452
vsp_mod2_pgp2_slptsk,101365,389368,0.1512,0.1035,0.1581,0.0995
mark3jac060sc,27450,170695,0.0376,0.038,0.0339,0.0345
av41092,41093,1683902,0.3079,0.1751,0.3255,0.1546
filter3D,106438,1406808,0.2009,0.203,0.1786,0.1832
dc2,116836,766396,15.6241,0.1576,15.5566,0.1573
n4c6-b9,198896,1865580,0.3805,0.3847,0.342,0.3489
ut2010,115407,286033,0.0964,0.1009,0.0977,0.1022
bcsstk30,28925,1036208,0.0772,0.0684,0.0731,0.0633
cit-HepPh,34547,421578,0.12,0.1037,0.109,0.0903
